	000001.sz	000002.sz	000009.sz	000024.sz	000039.sz	000069.sz	000400.sz	000401.sz	000402.sz	000425.sz	000536.sz	000562.sz	000581.sz	000598.sz	000623.sz	000629.sz	000630.sz	000656.sz	000686.sz	000728.sz
500	10.46	8.49	14.24	16.08	20.5	5.07	25.85	22.93	6.69	25.7	23.36	9.44	24.74	5.54	23.49	6.02	26.97	9.12	24.45	12.85
501	10.46	8.66	14.7	16.2	20.72	5.12	26.13	23.51	6.75	25.39	24	9.48	25.24	5.61	23.65	6.02	28.08	9.03	24.32	12.79
502	10.31	8.49	14.16	16.03	21.88	5.03	26.22	22.53	6.67	25.66	23.74	9.3	25.72	5.59	23.45	6.02	27.2	8.81	23.68	12.51
503	10.13	8.17	13.83	15.79	21.55	4.99	25.32	22.01	6.51	24.9	23	9.1	25.33	5.38	22.75	6.02	27.65	8.38	23.11	12.4
504	10.21	8.1	14.14	15.95	23	5.05	25.94	22.71	6.55	25.02	23.3	9.23	25.44	5.41	23.11	6.02	28.41	8.46	23.17	12.54
505	10.39	8.4	14.55	16.26	23.43	5.05	27.08	23.54	6.73	26.71	24.13	9.51	26.42	5.72	23.83	6.02	30.84	8.6	24.18	12.88
506	10.34	8.41	14.47	16.35	23.61	5.18	27.02	24.63	6.96	27.4	24.13	9.55	26.39	5.8	23.72	6.02	30.34	8.67	23.99	12.71
507	10.37	8.35	14.98	16.22	22.35	5.12	26.92	24.16	6.83	27.09	24	9.56	25.33	5.66	23.81	6.02	29.64	8.96	24.22	12.71
508	10.28	8.43	14.91	16.49	22.4	5.2	26.87	23.57	6.86	27.06	23.75	9.35	24.97	5.74	23.43	6.32	28.85	8.96	23.78	12.55
509	10.22	8.4	14.86	16.34	22.28	5.16	26.5	23.68	6.84	26.84	23.94	9.28	24.95	5.67	23.49	6.63	29.15	9	23.8	12.56
510	10.08	8.3	15.27	15.99	23.14	5.23	25.88	22.79	6.7	26.94	23.7	8.97	25.4	5.48	22.65	6.97	28.82	8.75	23.1	12.2
511	10.36	9.13	15.91	17.58	24	5.64	26.15	23	7.09	27.58	23.8	9.24	25.4	5.51	23.39	7.31	30.38	9.19	23.81	12.57
512	10.14	9	15.97	17.3	23.77	5.6	26.69	23.4	6.93	26.75	23.5	9.24	25.37	5.48	22.85	7.68	30.11	9.38	23.65	12.28
513	10.14	8.84	15.23	17.14	22.8	5.63	26.46	22.52	6.82	26.31	23	9.07	24.37	5.3	22.53	7.59	29.44	9.2	23.44	12.23
514	10.27	9.01	14.7	17.59	21.83	5.64	27.06	22.13	6.92	25.2	22.8	9.07	24.37	5.15	22.31	7.27	30.18	9.5	23.1	12.23
515	10.04	8.75	14.04	17.02	21.87	5.47	25.77	22.4	6.83	25.83	22.53	8.94	24.33	5.07	21.86	7.16	30.18	9.2	23.1	12.03
516	9.97	8.33	13.65	16	21.31	5.24	24.62	22	6.58	25.5	21.84	8.45	24.25	5	20.93	7.33	30.28	8.74	22.03	11.81
517	9.86	8.3	13.73	16.05	21.62	5.25	25.02	22.39	6.64	25.64	22.6	8.3	24.02	4.99	21.19	7.69	30.64	8.55	21.96	11.84
518	9.79	8.15	14.17	15.81	22.47	5.15	25	22.99	6.56	26.55	22.78	8.17	24.01	5.03	21.15	7.61	31.86	8.86	21.49	11.85
519	9.87	8.22	14.58	15.95	22.99	5.19	25.6	23.63	6.61	28.6	24.3	8.37	24.77	5.16	21.82	7.69	35.05	9.25	22.29	12.26
520	10.01	8.8	14.73	17.08	23.04	5.49	25.7	24.48	6.89	NA	24.2	8.61	24.93	5.25	22.37	8.08	35.06	9.4	22.57	12.36
521	9.96	8.83	14.43	17.15	23.56	5.44	26.75	24.95	6.91	29.8	24.65	8.48	27.07	5.36	22.3	8.21	35.28	9.51	22.28	12.23
522	9.88	8.84	14.01	17.38	23.38	5.47	26.92	24.75	6.95	30.61	24.32	8.52	27.07	5.43	21.91	8.41	34.66	9.6	22.28	12.17
523	10.26	8.89	13.85	17.87	23.1	5.51	26.73	24.11	7.08	29.58	23.75	8.69	27.01	5.25	21.91	7.99	32.5	9.55	22.47	12.32
524	9.99	8.74	13.29	17.23	22.39	5.44	25.63	23.22	6.88	28	22.9	8.42	25.33	4.98	21.23	7.88	31.73	10.03	21.88	12.05
525	10.12	9.03	13.22	18.01	22.05	5.55	25.85	22.8	7.06	28.36	22.4	8.52	24.59	4.86	21.29	7.8	32.48	10.53	21.99	11.98
526	10.25	9.07	13.29	18.31	22.15	5.73	25.54	22.98	7.08	28.6	22.56	8.65	24.53	4.82	21.72	7.73	31.05	10.59	21.96	12.06
527	10.21	8.94	13.15	17.75	22.03	5.67	25.33	22.25	7.02	27.91	22.43	8.64	24.4	4.82	21.54	7.83	30.32	10.2	21.87	11.98
528	9.99	9.05	12.75	17.6	22.08	5.67	24.26	21.22	7.08	28.2	21.81	8.53	24.03	4.84	21.06	7.57	28.2	10.04	21.12	11.79
529	9.61	8.42	11.83	16.24	20.98	5.25	23.05	19.86	6.71	25.99	20.84	7.99	23.37	4.62	19.69	7.4	27.54	9.61	20.18	11.43
530	9.59	8.35	11.91	16.15	21.06	5.35	22.94	20.8	6.75	25.2	21.15	7.93	23.87	4.62	19.74	7.51	28.16	9.9	20.18	11.46
531	9.68	8.54	12.63	16.6	22.5	5.47	23.66	21.07	6.83	25.9	21.5	8.17	24.42	4.7	20.17	7.75	29.7	9.92	20.62	11.6
532	9.32	8.14	13.63	16.01	22.22	5.19	22.22	20.46	6.5	25.25	21.3	7.88	24.09	4.58	19.4	7.63	27.73	9.7	20	11.19
533	9.47	8.38	14.08	16.55	23.9	5.38	22.07	21.18	6.6	24.97	NA	8.07	23.29	4.65	19.67	7.66	27.3	9.65	20.61	11.37
534	9.41	8.45	14.08	16.6	23.99	5.45	21.21	21.48	6.58	23.71	20.4	8.07	22.67	4.52	19.36	7.49	25.75	9.76	20.29	11.32
535	9.48	8.49	12.86	16.5	23.75	5.46	21.28	20.95	6.58	23.89	19.43	8.1	22.53	4.5	19.47	7.48	25.58	9.4	20.68	11.35
536	9.54	8.51	13.74	16.51	24.62	5.45	22.04	21.68	6.6	NA	19.85	8.19	23.53	4.57	19.96	7.51	25.55	9.3	20.85	11.43
537	9.58	8.3	14.55	16.1	25.64	5.23	22.82	21.8	6.44	25.56	21.09	8.38	25.89	4.62	20.46	7.6	26.91	8.89	21.16	11.58
538	9.5	8.26	14.96	16.15	25.46	5.12	23.02	22.26	6.4	25.87	20.85	8.3	26	4.71	20.43	7.86	27.2	8.88	20.96	11.57
539	9.57	8.2	15.44	16.04	25.72	5.19	23.12	22.33	6.41	26.03	21.02	8.31	26.13	4.84	20.69	7.96	27.97	8.89	21.14	11.62
540	9.65	8.18	15.63	16.31	24.95	5.17	23.12	21.79	6.45	25.36	21.66	8.31	26.44	4.97	20.77	7.8	28.7	8.85	21.14	11.6
541	9.53	8.02	15.8	16.1	25.25	5.11	23.3	21.56	6.39	24.35	20.54	8.06	26.01	4.97	20.03	7.75	27.68	9.29	20.65	11.37
542	9.66	8.18	15.65	16.36	25.13	5.21	23.54	22.02	6.47	25.57	20.89	8.28	26.91	5	20.67	7.86	28.22	9.75	21.3	11.6
543	9.69	8.26	17.22	16.57	26.15	5.41	23.6	23.55	6.56	25.91	21.49	8.35	26.63	5.01	21.03	7.85	27.82	10.24	21.62	11.69
544	10	8.6	17.83	17.09	27.02	5.56	23.87	24.82	6.69	27.57	22.18	9.19	28.93	NA	22.65	8.17	30.01	10.75	23.6	12.62
545	9.89	8.58	18.13	16.82	26.87	5.53	23.54	25.6	6.65	27.35	22.66	NA	29.69	5.11	22.35	NA	NA	11.26	23.28	12.39
546	9.93	8.53	NA	16.88	28.49	5.51	23.84	26.33	6.67	28.3	23.11	NA	31.17	5.23	22.49	8.57	31.24	11.41	23.28	12.49
547	9.99	8.37	19.95	16.61	28.76	5.47	24.86	26.5	6.59	28.25	22.8	NA	32.87	5.16	22.6	8.63	30.7	11.08	22.7	12.42
548	9.99	8.35	18.95	16.69	28.55	5.49	25.23	26.01	6.6	28.25	22.65	NA	32.49	5.01	22.2	8.4	30.8	10.97	22.55	12.34
549	9.98	8.4	20.84	16.75	28.57	5.58	25.2	25.98	6.63	28.63	22.95	NA	32.57	5.01	23.1	8.8	31.17	11.15	23.2	12.55
550	9.67	8.12	21.27	16.09	26.79	5.25	24.51	25	6.41	27.15	22.31	8.71	30.27	5.1	22.32	8.71	29.1	10.72	22.2	12.02
551	9.74	8.15	20.57	16.2	26.42	5.25	25.62	24.09	6.44	26.81	22.42	8.66	29.5	5.16	22.4	8.7	29.3	10.68	22.24	12.02
552	9.73	8.17	20.14	16.28	26.89	5.27	27.46	24.1	6.47	27.09	22.23	9.01	31.79	5.12	22.87	8.76	29.41	11.21	22.87	12.3
553	9.93	8.13	20.81	16.3	26.88	5.26	26.87	25.52	6.47	27.65	22.45	9.1	30.83	5.17	23.02	8.59	29.81	11.05	22.65	12.31
554	9.96	8.16	19.03	16.38	28.73	5.46	26.73	25.8	6.51	28.44	22.67	9.4	31	5.28	23.53	8.78	30.35	11.17	23.06	12.58
555	10.02	8.3	19.05	16.83	27.79	6	26	26.6	6.62	27.76	22.5	9.4	31.03	5.43	23.46	8.79	30.98	11.73	23.17	12.52
556	10.11	8.2	19	16.63	27	6	25.78	25.7	6.57	27.64	22.28	9.29	30	5.44	23.04	9.14	30.34	12.32	23	12.37
557	10.25	8.19	18.41	16.68	26.51	6.04	25.77	26.57	6.56	27.64	22.1	9.25	29.15	5.37	22.85	9.29	29.17	11.91	22.9	12.33
558	10.43	8.34	18.19	17	26.75	6.1	25.96	26.69	6.7	28.15	22.33	9.48	28.7	5.39	23.34	9.28	29.46	12.51	23.28	12.52
559	10.46	8.38	18.9	17.11	27.17	6.2	26.12	27.7	6.73	29.01	22.65	9.65	29.23	5.35	24.03	9.21	31.7	12.43	23.98	12.9
560	10.41	8.53	18.66	17.18	26.73	6.24	26.88	27.26	6.72	29.4	22.6	9.59	28.33	5.3	23.59	9.17	31.21	12.1	23.99	12.95
561	10.43	8.53	NA	16.99	27.31	6.41	26.69	26.92	6.77	30	23.6	9.5	28.5	5.29	23.47	9.17	31.21	12.55	24.2	12.96
562	10.16	8.5	NA	17.04	27.7	6.35	26.28	26.95	6.69	28.89	23.68	9.1	27.61	5.2	22.77	8.9	29.59	12.86	23.6	12.67
563	10.03	8.33	NA	16.76	26.88	6.24	26.35	26.1	6.58	30.35	24.6	9	27.97	5.17	22.56	8.79	29.07	12.85	22.99	12.6
564	10.11	8.3	NA	16.85	26.13	6.34	28.12	25.94	6.61	32.3	26.19	8.95	29.26	5.2	22.87	8.7	28.28	12.24	22.83	12.55
565	9.9	8.18	18.87	16.46	25.5	6.27	28.12	24.71	6.49	31.31	26.3	8.7	28.55	5.09	22.25	8.61	28.38	12.18	22.36	12.25
566	9.97	8.25	18.03	16.59	25.7	6.23	28.37	NA	6.51	30.43	27.21	8.87	28.32	5.24	22.56	8.95	29.29	12.25	22.69	12.39
567	9.82	8.18	16.82	16.5	25.4	6.2	28.72	24.98	6.51	28.95	26.25	8.5	27.93	5.13	21.93	8.67	28.31	12.22	22.19	12.16
568	9.89	8.2	17.14	16.87	25.55	6.27	28.62	25.12	6.59	30.14	26.75	8.65	27.95	5.14	22.12	8.75	28.45	12.43	22.41	12.25
569	9.86	8.3	16.78	17.2	25.18	6.35	28.27	25.92	6.57	29.84	26.68	8.68	27.87	5.11	21.8	8.69	28.16	12.87	22.26	12.21
570	10.01	8.3	17.3	16.8	26.27	6.37	27.92	27.42	6.57	29.5	26.89	8.81	27.36	5.09	21.91	8.91	28.5	12.89	22.48	12.26
571	10.06	8.5	18.52	17.3	26.19	6.61	29.33	27.58	6.73	31.02	29.1	9	27.95	5.09	22.39	8.86	28.82	12.97	22.84	12.39
572	9.99	8.49	17.79	17.15	25.48	6.57	29.58	28.77	6.74	30.32	29	8.91	28.8	5.01	22.11	NA	28.4	13.44	22.71	12.3
573	10.16	8.72	17.72	17.98	25.17	NA	29.31	28.76	6.83	30.41	28.72	9.13	28.93	5.28	22.69	NA	28.74	13.19	23.07	12.53
574	10.21	8.73	17.44	17.9	24.13	6.56	28.76	28.74	6.76	29.77	28.44	9.11	29.07	5.28	22.99	9.2	29.48	NA	23.04	12.51
575	10.31	8.68	16.42	18.12	24.11	6.44	27.77	28.41	6.83	28.72	26	8.95	27.78	5.07	22.37	9.01	28.63	12.84	22.85	12.51
576	10.24	8.69	16.61	18.05	24.42	6.41	26.88	29.05	6.79	28.64	26.04	8.88	26.66	4.82	21.83	9.15	28.63	12.66	22.18	12.24
577	10.05	NA	15.82	17.72	24	6.32	26.62	28	6.75	27.69	25.15	8.74	26.34	4.88	21.38	NA	27.96	12.35	21.88	12.26
578	10.36	8.82	15.96	18.61	24.5	6.43	26.93	28.2	6.92	NA	25.35	8.88	26.86	4.9	21.67	9.07	28.05	12.87	22.32	12.46
579	10.62	8.94	16.61	19.4	24.53	6.44	26.28	28.3	7.06	27.83	25.29	9.32	26.33	4.83	22.24	8.8	28.5	12.73	23.13	12.83
580	10.75	9.15	16.35	19.3	24.25	6.43	26.21	30.01	7.09	28.76	25.75	9.27	25.84	4.79	22.6	8.85	29.19	12.99	22.91	13
581	10.73	NA	16.5	19.5	26.41	6.44	26.65	30.1	7.08	28.91	25.93	9.36	27.1	4.8	22.76	9.04	30.34	12.71	23.19	13.05
582	10.64	8.82	16.53	18.64	26.76	6.17	26.47	29.66	7.03	28.5	25.84	9.19	25.99	4.74	22.63	8.66	29.89	12.07	22.82	NA
583	10.66	8.85	16.03	NA	26.3	6.24	26.3	28.65	7.03	28.68	25.3	9.15	26.33	4.76	23.01	8.79	29.4	12.52	22.91	12.87
584	11.28	8.93	17.26	18.8	NA	6.37	26.52	28.32	7.3	28.71	25.85	9.47	26.33	4.81	25.31	8.65	28.96	12.65	23.52	13.41
585	11.37	8.8	NA	18.14	26.06	6.19	27.02	27.72	7.25	28.16	25.88	9.35	26.55	4.81	25.74	8.59	28.8	12.32	22.93	13.21
586	11.71	8.9	18.23	18.5	25.12	6.46	27.12	27.35	7.46	28.19	25.44	9.4	26.45	4.78	26.47	9	28.49	12.49	23.08	13.36
587	11.79	8.96	17.68	19.05	24.24	6.92	26.83	27.4	7.75	27.78	25.3	9.16	25.99	4.93	26.32	8.99	28.01	13.11	23.04	13.21
588	11.52	8.78	18.03	18.7	24.21	6.66	26.04	26.4	7.68	27.74	24.97	NA	26.41	4.94	25.44	8.75	27	13.77	22.21	12.81
589	11.29	8.63	17.73	18.23	24.38	6.58	26.02	26.5	7.55	27.88	25.54	8.88	27.07	5.03	25.06	8.76	27.28	13.6	22.24	12.85
590	11.32	8.68	16.61	18.23	24.39	6.68	26.12	27.3	7.59	27.78	25.53	9	26.83	5.02	24.81	9.32	27.71	13.58	NA	13.1
591	11.16	8.55	16.53	17.91	24.04	6.68	25.85	26.7	7.4	27.7	25	8.8	27.31	4.92	24.15	9.51	27.43	13.68	22.2	12.85
592	11.3	8.52	15.99	18.02	24	6.47	25.38	26.27	7.29	26.39	23	8.62	27.63	4.94	24.42	9.32	26.53	13.53	21.51	12.59
593	11.51	8.55	16.29	18.18	24	6.35	24.93	26.66	7.4	25.74	21.97	8.64	27	4.84	23.81	9.04	25.88	13.39	21.3	12.52
594	11.43	8.4	15.77	17.87	23.18	6.2	24.95	27.1	7.26	25.75	21.88	8.66	27.03	4.81	23.24	8.85	25.66	13.58	21.3	12.63
595	11.64	8.31	14.79	17.5	22.9	6.15	24.47	25.44	7.27	24.35	21.2	8.5	25.94	4.69	22.29	8.53	24.78	12.9	21	12.6
596	11.38	8.48	15.19	17.88	23	6.28	24.98	26.12	7.42	24.86	NA	8.62	26.12	4.71	22.71	8.83	25.34	13.21	21.13	12.16
597	11.39	8.5	15.33	17.86	23.31	6.13	25.42	26.87	7.41	25.2	21.88	8.57	26.12	4.82	22.56	8.51	25.45	13.34	21.15	12.22
598	11.16	8.33	14.83	17.65	21.73	5.92	25.71	26.03	7.18	24.58	21.63	8.21	24.75	4.85	21.67	8.51	24.08	13.39	20.4	12.2
599	11.08	8.35	15.3	17.9	21.68	5.99	25.65	25.69	7.22	23.88	21.57	8.18	24.39	4.89	21.86	8.41	23.56	13.7	20.45	11.97
600	10.96	8.3	15.98	17.96	21.35	6.02	25.75	NA	NA	23.86	21.76	8.14	23.93	4.84	22.95	8.09	23.4	13.69	20.5	11.9
601	NA	8.31	15.77	17.8	21.9	5.94	25.33	26.43	7.36	24.63	22.08	8.15	25.08	4.76	NA	8.13	23.55	13.68	20.78	11.88
602	NA	8.32	15.51	18.03	22.23	6.12	25.05	26.47	7.37	24.74	22.17	8.29	25.17	4.78	23.46	8.09	23.94	13.7	20.87	12.07
603	NA	8.29	15.23	18.35	22.19	6.18	25.54	26.82	7.47	24.58	21.88	8.53	24.59	4.75	23.45	8.27	23.92	14.29	20.55	11.92
604	NA	8.24	15.32	18.05	21.62	6.08	25.5	26.24	7.39	23.67	22.7	8.35	24.67	4.73	23.13	7.99	22.88	14.3	20.31	11.71
605	11.04	8.31	15.32	18.43	21.84	6.15	25.82	25	7.48	23.54	23.17	8.49	24.24	4.75	23.77	7.76	23.76	14.44	20.83	11.94
606	10.72	8.37	NA	18.6	21.35	6.15	26.01	23.91	7.6	23.05	23.3	8.39	23.27	4.74	23.33	7.34	23.4	14.65	20.43	11.85
607	11.16	8.4	14.97	18.45	21.91	6.28	26.39	23.9	7.67	23.57	22.96	8.48	23.43	4.7	23.06	7.42	24.2	14.65	20.59	12
608	11.32	8.41	15.01	18.6	22	6.27	26.39	24.08	7.6	23.23	22.78	8.35	23.43	4.84	23.4	7.69	24.57	14.13	20.67	12
609	11.21	8.26	15.37	18.38	21.66	6.15	26.17	23.49	7.39	23.43	22.55	8.27	23.07	4.83	23.04	7.6	24.23	14.24	20.43	11.93
610	11.46	8.24	15.35	18.17	21.29	6.09	NA	22.97	7.36	23.35	22.49	8.26	22.93	NA	22.56	7.69	24.24	13.8	20.55	11.93
611	11.19	8.03	15.04	17.4	20.19	5.85	24.09	22.62	7.05	22.56	22.17	7.91	22.37	4.77	21.94	7.27	NA	13.53	19.41	11.36
612	11.35	8.03	15.05	17.57	20.11	5.85	22.69	23.58	7.12	22.53	22.31	7.94	22.46	4.71	21.96	7.26	23.35	13.6	19.3	11.35
613	NA	7.87	15.43	17.3	20.03	5.64	22.99	23.3	6.98	NA	22	7.85	22.43	4.7	21.62	7.19	23.13	14.26	19.03	11.14
614	11.12	7.9	15.36	17.16	19.74	5.55	22	22.86	6.97	22.16	21.55	7.93	22.41	4.7	21.92	6.85	23.14	NA	19.23	11.23
615	11	7.9	15.48	17.18	19.8	5.53	22.46	22.72	6.97	21.62	20.8	7.91	21.99	4.31	22.31	6.96	22.86	NA	19.26	11.21
616	10.98	7.8	13.96	16.59	20.17	5.52	22.07	22.92	6.99	21.03	20.68	7.89	21.65	4.14	21.9	7	22.42	13.55	19.19	11.25
617	11.04	7.84	14.1	16.47	20.71	5.66	22.52	23.78	7.08	22.33	21.43	8.09	22.43	4.19	22.53	7.24	23.05	13.18	19.53	11.42
618	10.89	7.82	14.13	16.52	20.72	5.66	22.91	24.1	7.04	22.06	21.6	8.05	22.84	4.18	22.55	7.4	23.11	13.44	19.35	11.34
619	10.44	7.72	14.19	16.22	20.3	5.58	22.42	24.08	6.8	21.5	21.9	7.9	23.07	4.17	22.44	7.43	22.71	12.9	18.66	11.04
620	10.44	7.79	14.33	16.25	20.87	5.68	22.85	24.19	6.97	22.88	22.06	8.03	23.07	4.17	22.69	7.67	23.34	12.97	18.82	11.14
621	10.53	7.81	14.35	16.35	20.71	5.77	22.88	22.84	7.03	22.96	21.87	8.09	23.07	4.18	23.14	7.77	23.61	12.99	18.85	11.16
622	10.43	8.1	14.97	16.7	20.69	5.88	22.88	22.2	7.13	23.73	21.93	8.07	23.06	4.2	23.12	NA	23.49	13.18	18.68	11.12
623	10.34	7.9	14.57	16.21	20.1	5.73	22.62	21.56	6.91	23.38	21.55	7.95	22.78	4.15	22.62	7.58	22.76	12.91	17.95	11.12
624	10.33	8	14.46	16.37	20.22	5.79	22.46	21.51	6.98	23.57	21.96	8.01	22.7	4.2	22.96	7.35	22.73	12.85	17.72	11.2
625	10.19	7.9	14.55	16.14	20.01	5.81	22.45	21.21	6.99	23.13	22.55	7.99	23	4.2	22.68	7.35	22.71	12.86	17.38	11.11
626	10.32	8.17	14.9	16.83	20.33	6	22.51	23.33	7.25	23.53	22.76	8.09	23.69	4.24	22.92	7.56	23.46	13.38	17.69	11.24
627	10.16	8.07	14.76	16.69	20.24	5.89	22.43	22.58	7.16	23.64	22.34	7.96	23.45	4.4	22.59	7.37	23.02	13.39	17.3	11.09
628	9.98	7.99	14.39	16.47	19.49	5.76	21.63	22.42	7.16	23.3	21.95	7.8	23	4.28	22.28	7.2	22.48	13.31	NA	10.88
629	9.93	8.05	14	16.9	19.08	5.73	21.04	22.7	7.16	22.92	21.79	7.75	23.03	4.29	21.84	7.09	22.04	13.18	16.8	10.83
630	10.01	8.18	13.74	16.95	18.6	5.68	20.62	22.37	7.12	22.99	21.74	7.82	23.09	4.14	21.92	7.17	21.35	12.91	16.96	10.83
631	10.18	8.27	13.87	17.24	18.93	5.72	NA	23.41	7.31	23.49	22.1	7.89	23.68	4.17	22.06	7.24	21.75	13.06	16.96	10.88
632	10.16	8.22	13.89	17.41	18.7	5.81	20.69	23.53	7.26	23.26	22.12	7.78	24.05	4.11	22.15	7.23	21.78	13.45	16.72	10.74
633	10.38	8.27	14.12	18.16	19.87	5.88	22.01	24.68	7.36	23.8	22.28	7.89	24.37	4.25	22.65	7.49	22.54	13.51	17	10.92
634	10.62	8.38	14.59	18.08	21.17	6	22.5	24.56	NA	24.4	22.83	8.31	24.96	4.35	23.73	7.53	23.29	13.54	18.7	11.38
635	10.68	8.29	14.92	17.96	21.35	5.98	22.72	24.95	7.39	24.28	23.72	8.38	25.4	4.39	24.25	7.43	23.22	13.28	20.22	11.3
636	10.65	8.31	15.08	18.29	21.6	5.95	23.06	25.33	7.45	24.21	23.58	8.36	25.87	4.34	NA	7.35	23.53	13.31	20.37	11.33
637	10.39	8.28	NA	17.65	21	5.89	23.08	NA	7.33	24.32	23.2	8.27	25.7	4.33	23.46	7.3	23	13.7	20.12	11.22
638	10.67	8.45	14.97	18.3	21.88	6.08	23.7	24.99	7.47	24.79	23.22	8.35	NA	4.53	23.7	7.38	24.1	NA	20.1	11.3
639	10.58	8.68	15.01	18.8	21.77	6.27	23.45	24.18	7.53	25.28	23.22	8.38	25.47	4.51	23.69	7.31	24.58	14.39	20.08	11.33
640	10.97	8.71	15.82	18.87	22.24	6.32	23.88	24.91	7.67	25.58	24.35	8.59	25.93	4.6	24.08	7.47	25.93	14.45	21.3	11.59
641	10.88	8.84	15.98	18.83	22.83	6.35	23.61	25.65	7.4	25.33	24.35	8.56	25.33	4.67	23.88	7.8	25.71	15.05	21.16	11.56
642	10.77	8.82	16.05	18.76	22.67	6.35	23.46	25.99	7.31	25	24.4	8.48	24.87	4.7	23.72	7.91	26.18	14.93	21.13	11.47
643	10.81	8.77	16.7	18.88	22.08	6.34	24.05	25.5	7.3	24.76	25.35	8.44	24.46	4.69	23.74	7.96	25.47	14.82	20.86	11.4
644	10.95	8.82	17.37	18.95	22.2	6.39	23.98	25	7.32	24.86	25.34	8.47	24.67	4.78	23.92	7.9	25.71	14.89	20.98	11.41
645	10.88	8.75	17.17	18.76	22.47	6.36	23.88	24.8	7.32	25.01	25.85	8.39	24.81	4.88	23.77	8	25.4	14.69	21.18	11.37
646	10.62	8.5	17.1	18.44	21.8	6.21	23.22	24.74	7.16	24.28	25.38	8.21	24.85	5	23.12	8.08	24.29	14.52	19.87	10.96
647	10.96	8.61	17.6	18.69	22.53	6.29	23.45	25.24	7.28	24.57	25.3	8.35	24.98	5.01	23.42	8.19	24.97	15.1	20.19	11.18
648	10.99	8.58	18.11	18.52	22.43	6.25	23.44	26	7.27	24.99	25.3	8.36	25.13	5.25	23.1	8.15	25.8	15.3	20.21	11.23
649	11.24	8.43	18.7	17.9	22.33	6.13	23.66	25.81	7.17	24.96	26.05	8.41	24.77	5.3	23.95	8.96	25.93	14.76	20.54	11.34
650	11.21	8.36	18.17	18.21	21.96	6.15	23.37	24.87	7.14	24.85	25.6	8.32	23.99	5.43	23.98	NA	25.55	14.25	20.12	11.31
651	10.96	8.49	17.91	18.34	21.44	6.2	23	24.35	7.2	24.35	25.34	8.23	23.51	5.54	23.48	NA	26.6	14.25	19.87	11.16
652	10.96	8.47	17.7	18.3	21.13	6.13	22.98	24.4	7.17	24.5	24.9	8.24	23.46	5.47	23.58	8.5	26.55	14.03	20.02	11.14
653	10.74	8.4	17.33	18.35	22.77	6	22.65	24.75	7.13	24.39	24.89	8.19	23.83	5.55	23.12	8.27	25.84	13.92	19.93	11.03
654	10.76	8.42	17.36	18.4	22.33	5.99	22.92	24.94	7.13	24.48	25.01	8.31	23.83	5.55	23.41	8.19	26.43	14.22	20.29	11.09
655	10.54	8.14	16.58	17.44	21.28	5.75	21.9	23.4	6.9	23.01	24.24	7.91	22.82	5.28	22.52	7.9	27.5	14.05	18.86	10.71
656	10.77	8.2	16.64	17.33	20.91	5.87	22.15	22.94	6.94	22.93	23.9	7.89	22.56	5.36	22.56	8	27.53	13.63	18.65	10.78
657	10.74	8.14	16.9	17.6	21.03	5.92	23.32	23.28	6.95	23.25	24.49	7.93	22.61	5.61	22.88	8.02	27.53	14.13	18.82	10.78
658	10.53	8.11	16.83	17.74	20.5	6.02	23.24	22.25	6.85	22.79	NA	7.81	22.61	5.65	23.2	8.07	28.56	14.36	18.46	10.63
659	10.84	8.15	16.68	17.76	20.55	5.92	22.88	21.72	6.91	22.44	24.15	7.91	22.27	5.6	23.19	8.12	27.2	14.2	19.08	10.78
660	10.75	8.29	17.16	18.3	20.7	5.96	22.58	21.84	6.96	22.6	23.5	7.89	22.55	5.52	23.31	7.96	27.38	14.31	18.92	10.69
661	10.62	8.27	17.86	18.31	20.3	6.02	22.58	21.99	7	22.73	22.44	7.75	22.57	5.41	23.39	7.67	26.43	14.4	18.89	10.49
662	10.54	8.35	17.52	18.44	20.03	6.03	22.63	22.45	6.98	22.48	22.38	7.74	23.13	5.53	23.45	7.6	26.43	14.45	19.05	10.5
663	10.56	8.31	17.55	18.68	20	5.95	22.75	22.81	6.99	22.66	22.64	7.75	23.09	5.46	23.46	7.6	26.06	14.71	19.18	10.53
664	10.19	8.18	16.99	18.6	19.27	5.83	22.65	22.82	6.82	22	22.98	7.7	23.23	NA	22.85	7.31	25.29	14.28	18.67	10.28
665	10	8.06	16.22	18.3	18.24	5.65	21.91	21.45	6.53	21.35	22.65	7.24	22.51	5.11	21.47	7.07	24.53	13.58	18	9.7
666	10.02	8.3	16.17	19.18	17.98	5.78	21.33	21.65	6.58	21.13	22.35	7.18	22.25	5.14	21.01	7.05	25	14.26	17.88	9.61
667	10.06	8.44	16.43	19.28	18.04	5.96	21.41	21.5	6.67	21.17	22.36	7.26	22.5	5.2	21.35	7.21	25.05	14.97	18.07	9.68
668	10.27	8.55	17.04	19.63	NA	6.1	21.53	21.08	6.76	21.31	22.9	7.41	23.11	5.31	21.75	7.27	25.49	15.71	18.81	10.06
669	10.4	8.43	17.03	19.33	18.89	6.02	21.72	21.2	6.77	21.59	22.71	7.38	23.4	5.33	21.75	7.33	25.4	15.46	18.67	9.99
670	10.71	8.5	17.28	19.83	19.3	6.08	21.83	22.24	6.9	23.75	22.98	7.51	24.66	5.44	22.08	7.44	25.49	15.6	19.07	10.14
