	000001.sz	000002.sz	000009.sz	000024.sz	000039.sz	000069.sz	000400.sz	000401.sz	000402.sz	000425.sz	000536.sz	000562.sz	000581.sz	000598.sz	000623.sz	000629.sz	000630.sz	000656.sz	000686.sz	000728.sz
160	14.19	12.77	9.91	32.02	11.2	9.7	14.93	14.89	13.53	14.07	4.83	11.84	7.11	2.42	31.81	5.57	20.62	14.91	39.6	22.91
161	13.26	11.5	9.13	32.02	10.3	8.93	14.42	13.68	12.18	13.25	4.83	11.95	6.39	2.42	29.67	5.55	18.56	14.16	38.32	23.77
162	13.4	11.65	9.13	29.54	10.7	8.81	14.62	14.06	12.28	13.77	4.83	11.18	6.33	2.45	29.18	5.57	18.96	13.45	36.89	21.8
163	12.99	11	9.13	27.45	10.07	8.14	14.23	13.41	11.48	13.25	4.83	10.06	5.7	2.45	26.28	5.58	17.24	12.85	33.2	21.8
164	13.48	11.28	9.13	28.37	10.45	8.34	14.54	13.98	11.96	14.09	4.83	10.4	6.27	2.48	28.46	5.63	17.76	13.35	34.75	21.65
165	13.79	11.34	9.13	28.6	10.78	8.41	15.14	14.6	12.29	14.52	4.83	10.47	6.71	2.47	28.49	5.55	18.04	13.6	35.68	21.17
166	13.7	11.33	9.13	28.7	10.85	8.55	16.4	14.6	12.38	14.61	4.83	10.52	6.8	2.5	28.94	5.53	18.99	13.66	36.56	21.04
167	12.71	10.69	9.13	26.7	10.4	8.16	17	14.31	11.76	14.5	4.83	9.9	6.87	2.35	27.05	5.54	17.89	13.15	33.9	19.9
168	12.89	10.95	10.04	27.49	10.85	8.42	17.04	14.77	12.3	15.43	4.83	10.12	7	2.39	28.27	5.55	18.48	13.75	34.99	20.41
169	12.59	10.7	9.78	26.4	11.15	8.46	16.58	14.85	12.24	15.15	4.83	10.3	6.98	2.4	28.36	5.54	18.18	13.84	35	20.72
170	11.98	10.23	9.34	25.11	10.78	7.9	16.8	13.95	11.8	14.8	4.83	9.85	6.81	2.33	26.94	5.49	18.04	13.39	35	19.69
171	11.37	9.4	8.41	22.6	9.95	7.11	15.46	12.61	10.62	13.31	4.83	8.88	6.13	2.16	24.25	5.43	16.24	12.72	31.5	17.72
172	11.88	9.89	8.16	22.6	9.97	7.27	14.95	12.54	10.86	13.45	4.83	8.96	5.99	2.15	24.04	5.28	15.64	12.08	30.1	17.76
173	12.4	10.07	8.28	23	9.82	7.48	15.22	13.03	10.97	13.63	4.83	8.97	6.12	2.25	24.62	5.23	15.71	11.48	29.92	17.84
174	12.91	10.98	8.9	24.96	10.32	8.07	16.19	13.44	11.8	14.6	4.83	9.63	6.47	2.3	26.29	5.38	17.18	12.05	32.91	19.18
175	12.96	11.17	9.21	25.36	10.34	8.06	16.55	13.62	11.81	14.77	4.83	9.62	6.53	2.31	26.23	5.33	17.56	12.65	33.79	19.26
176	13.01	11.12	9.27	25.22	10.35	8.03	17.52	13.78	11.72	14.91	4.83	9.64	6.69	2.41	27.31	5.33	17.87	13.28	34.34	19.32
177	13.1	11.43	9.64	26.29	10.73	8.5	17.58	14.24	11.72	15.23	4.83	9.79	6.77	2.39	27.56	5.37	18.38	13.52	35.2	19.69
178	13.1	11.37	9.71	26.38	10.99	8.5	17.66	14.81	12.01	16.4	4.83	10.05	7.03	2.37	27.82	5.37	18.76	13.43	36.16	20.57
179	12.94	11.31	9.71	26.67	10.7	8.5	17.51	15.11	12.05	16.25	4.83	9.8	6.84	2.39	27.27	5.33	18.53	13.68	35.17	19.87
180	13.62	11.56	9.91	27.45	10.79	8.5	17.16	15.1	12.37	16.2	4.83	10.05	7.02	2.41	28.22	5.38	18.61	13.8	36.47	20.31
181	13.74	11.95	10.19	28.1	11.13	8.93	17.47	15	12.71	16.4	4.83	10.48	7.44	2.43	29.17	5.41	18.79	14.49	39.5	21.2
182	13.68	11.95	10.15	27.84	11.05	8.94	17.71	14.86	12.78	16.11	4.83	10.45	7.35	2.48	28.9	5.47	18.79	14.7	39.4	21.23
183	13.3	11.9	9.86	27	10.82	8.69	18.14	15	12.45	16.17	4.83	10.22	7.24	2.47	28.15	5.46	19.33	14.27	39.38	20.78
184	13.43	11.93	10.31	27.75	11.5	8.72	18.15	15.16	12.67	16.36	4.83	10.44	7.48	2.52	28.78	5.45	19.43	14.55	39.71	21.12
185	12.81	11.36	10.07	25.78	11	8.24	17.09	14.51	12.05	16.31	4.83	10.16	7.13	2.48	27.6	5.37	18.35	13.98	38.5	20.69
186	12.77	11.23	10.16	25.3	11.17	8.17	18.77	14.19	11.93	16.08	4.83	10.09	7.43	2.52	27.89	5.36	18.24	13.8	38.88	20.69
187	12.32	10.91	9.65	24.29	10.77	8.01	18.32	14.01	11.6	16.38	4.83	9.6	7.59	2.46	27.56	5.31	17.7	13.45	37.01	19.3
188	12.19	10.55	9.06	23.45	10.39	7.95	18.19	13.38	11.12	16.86	4.83	9.26	7.79	2.3	26.68	5.28	17	13.05	35.46	18.77
189	12.7	10.86	9	24.49	10.3	8.29	17.69	13.53	11.28	16.5	4.83	9.5	8.07	2.28	26.79	5.2	16.9	13.31	37.49	19
190	12.59	10.64	8.87	24.39	10.33	8.16	17.58	13.3	11.07	16.35	4.83	9.36	8.18	2.21	26.41	5.21	16.39	13.57	36.54	18.51
191	12.15	10.31	8.65	23.9	10.04	7.85	17.1	12.93	10.73	15.9	4.83	9.36	7.77	2.21	25.32	5.21	15.78	13.12	34.78	17.59
192	12.34	10.34	8.78	24.5	9.9	7.91	17.4	13.33	10.9	16	4.83	8.91	7.75	2.27	25.02	5.17	15.68	13.2	33.95	17.3
193	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
194	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
195	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
196	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
197	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
198	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
199	12.51	10.42	8.93	25	9.83	7.91	17.54	13.78	11.23	16.05	4.83	9.06	7.74	2.27	25.54	5.23	16.13	13.22	34.41	17.85
200	13.16	10.96	9.47	26	10.46	8.28	18.18	14.33	11.8	16.56	12.18	9.56	8.3	2.39	27.08	5.31	17.74	13.72	37.24	18.76
201	13.12	10.85	9.47	25.88	10.35	8.33	18.2	15.1	11.8	17	12.25	9.41	8.83	2.47	27.02	5.26	17.26	14.04	36.73	18.73
202	13.2	11	9.76	25.95	10.42	8.28	18.77	14.66	12.11	17.1	12.29	9.56	8.92	2.51	27.44	5.27	17.47	14.11	37.51	19.05
203	13.27	11.42	9.87	27.3	10.54	8.57	18.68	14.49	12.42	16.64	12.85	9.75	8.74	2.45	27.88	5.3	17.75	14.35	38.45	19.34
204	13.39	11.47	9.87	27.05	10.54	8.56	18.29	14.49	12.29	16.98	12.69	10.09	9.04	2.41	28.11	5.32	17.76	15.07	39.2	20.26
205	13.32	11.55	9.82	27.14	10.39	8.71	18.45	14.48	12.25	18.4	12.74	10.06	8.79	2.42	28.15	5.27	17.7	14.73	38.87	20.19
206	13.78	12.34	10.33	29.8	10.66	9.2	18.65	14.8	12.92	18.5	13.23	10.39	8.89	2.45	29.49	5.3	18.81	15.47	40.54	21
207	13.99	12.41	10.36	30.11	10.84	9.21	18.88	15.09	13.18	18.58	13.45	10.51	9.22	2.49	29.79	5.32	19	15.54	40.96	21.3
208	14.14	12.53	10.44	30.5	10.93	9.28	18.13	14.74	13.4	18.26	13.35	10.92	9.23	2.44	30.83	5.37	18.91	16.01	41.8	21.9
209	13.89	12.35	10.48	31	10.8	9.21	18.17	14.58	13.45	17.73	13.12	10.92	9.4	2.44	31.03	5.54	18.88	16.01	41.91	22
210	14.26	12.47	10.78	31.52	11.04	9.4	18.16	14.8	13.82	17.93	13.13	11.05	9.37	2.46	31.4	5.43	19.48	16.18	42	22.26
211	14.26	12.47	10.9	30.88	11.06	9.15	18.55	14.75	13.72	17.67	12.7	10.91	9.36	2.55	30.7	5.39	19.75	15.7	40.93	22.26
212	13.75	11.98	10.36	29.5	10.56	8.61	18.12	14.14	13.46	17.72	12.21	10.42	9.67	2.41	29.37	5.3	18.65	15.75	38.96	22.33
213	13.68	11.93	10.97	29.25	10.62	8.56	18.08	14.2	13.4	18	12.42	10.88	9.76	2.42	29.94	5.32	18.77	15.8	40.43	23.79
214	13.88	11.48	11.07	27.82	10.23	8.23	17.42	13.94	12.73	17.3	11.96	10.69	9.87	2.4	29.36	5.27	17.72	15.01	39.21	23.79
215	14.05	11.51	10.88	28.17	10.3	8.29	17.27	13.98	12.8	17.38	12.18	10.68	10.07	2.42	30.03	5.25	18.03	14.83	39.3	23.79
216	15.46	11.93	10.97	28.17	10.6	8.5	17.69	14.24	13.23	17.96	12.39	11.13	10.63	2.5	31.08	5.29	18.46	14.83	40.39	23.79
217	15.59	11.94	11.54	29.25	10.9	8.48	18.28	14.53	13.4	18.29	12.65	11.28	10.74	2.55	31.64	5.3	18.72	15.57	40.85	22.93
218	15.88	11.75	11.38	29.55	10.96	8.32	18.62	14.2	13.17	17.99	13.06	11.38	10.53	2.57	31.44	5.28	19.45	15.75	40.87	22.26
219	15.66	11.77	11.69	29.34	11.15	8.33	18.4	14.5	13.15	18.11	13.19	11.4	10.35	2.57	31.21	5.3	19.32	15.78	40.67	22.32
220	15.69	12.1	12.07	29.52	11.17	8.63	18.62	15.95	13.5	18.15	13.6	11.41	10.45	2.6	31.44	5.33	19.53	15.82	40.65	21.99
221	15.54	12.04	11.91	29.79	11.48	8.58	18.88	15.92	13.44	17.99	13.93	11.51	10.33	2.73	31.66	5.35	19.95	15.62	40.93	22.49
222	16.12	12.14	11.92	30.5	11.55	9.03	18.74	15.85	13.79	18.25	13.58	11.34	10.4	2.71	31.79	5.29	19.64	16.1	40.54	22.25
223	15.99	11.98	11.63	29.9	11.4	8.76	18.28	15.95	13.6	18.18	13.36	11.74	10.07	2.71	32.31	5.27	19.33	16.91	41.42	23.39
224	15.73	11.88	11.52	29.38	11.99	8.68	19.06	15.75	13.49	18.53	14.11	11.74	10.67	2.66	31.65	5.29	19.36	17.66	40.84	23.09
225	15.88	11.81	11.46	28.95	12.66	8.65	19.48	15.73	13.32	18.25	13.94	11.74	10.6	2.65	31.48	5.27	19.86	17.91	40.22	21.11
226	16.39	12.16	11.74	29.96	12.8	8.89	19.96	16.4	13.83	18.59	14.29	12.15	10.79	2.79	33.44	5.35	21.85	17.64	41.53	21.4
227	16.27	12.18	11.9	30.44	12.65	8.89	19.7	16.65	13.83	18.63	14.85	12.14	10.66	2.79	32.76	5.32	22.66	17.68	41.02	20.92
228	16.13	12.14	11.63	30.13	12.48	8.85	19.38	16.8	13.67	18.81	15	12.01	10.67	2.75	32.63	5.32	23.15	17.55	40.79	20.97
229	16.22	12.27	11.81	30	12.83	8.85	19.62	17.49	13.9	18.72	15.22	12.06	10.65	2.8	32.74	5.37	22.87	17.55	41.13	21.12
230	16.01	12.26	11.91	30.53	12.7	8.84	19.77	18	14.16	18.5	15.52	12.35	11.21	2.9	32.95	5.41	22.36	17.57	43.09	21.63
231	15.97	12.19	11.78	30.25	12.9	8.91	20.1	18.08	14.1	18.48	16.01	12.3	11.25	3	33.08	5.39	23.4	18.45	42.93	21.76
232	15.72	11.95	11.39	29.7	12.31	8.83	19.29	17.07	14.1	17.75	14.5	12	10.8	2.83	31.72	5.39	22.45	17.53	41.4	21
233	15.74	12.1	11.5	30.19	12.61	9.27	19.74	17.9	14.71	17.85	15.19	12	11.33	3.07	32.14	5.43	23.49	18.18	41.9	21.08
234	14.83	11.91	11.51	30.41	12.2	9.24	18.83	17.88	14.21	17.2	15.6	11.27	10.72	3.07	30.22	5.29	23.49	18.18	39.18	19.68
235	14.58	11.27	10.61	30.2	11.47	8.84	18.83	16.91	13.45	17.01	15.48	11.18	10.41	3.07	29.2	5.27	21.68	18.18	37.34	18.84
236	15.16	11.53	10.97	31.09	11.87	8.98	19.13	18.05	13.75	17.58	16.24	11.81	11.1	3.07	30.76	5.34	22.5	18.18	39.52	19.97
237	15.12	11.5	11.1	30.76	12.16	8.82	19.51	19.16	13.77	17.67	16.33	11.98	11.47	3.07	30.71	5.35	22.89	17.91	39.82	20.11
238	15.24	11.75	11.3	33.22	12.34	9.05	19.98	19.16	14.1	17.5	16.5	11.94	11.86	3.38	31.16	5.39	23.8	17.92	39.9	20.1
239	14.97	11.58	11.11	32.66	12.2	8.84	19.91	18.99	13.88	17.76	16.34	12.01	11.81	3.26	31.17	5.36	23.33	17.31	40.05	20.19
240	15.81	11.97	10.97	33.15	12.16	8.93	19.23	18.28	14.29	17.33	16.34	12.44	11.4	3.05	32.22	5.36	22.91	17.04	42.1	20.9
241	15.85	12.29	11.16	34.1	12.39	9.11	19.35	18.46	14.49	17.62	15.85	12.35	11.87	3.12	34.19	5.37	22.72	17.04	41.96	21.49
242	15.48	12.16	11.07	33.39	12.26	9.22	19.01	18.28	14.33	17.35	15.86	12.02	11.87	3.05	34.17	5.32	22.72	17.89	40.63	21.22
243	15.41	12.03	10.89	32	11.97	9.21	18.74	17.91	13.94	16.92	15.5	11.65	11.73	3	32.92	5.3	22.18	17.68	39.63	20.92
244	15.56	11.91	10.78	31.56	12.08	9.02	18.78	18.48	13.83	16.92	15.8	11.76	11.83	3.02	33.85	5.37	22.25	18.23	39.93	21.28
245	15.62	11.79	10.77	31.16	12.22	8.93	19.17	18.43	13.72	17.1	16.39	11.76	11.82	3.01	33.46	5.31	22.22	18.64	39.83	21.17
246	15.94	11.79	10.43	30.61	13.05	8.71	18.83	18.74	13.64	16.94	17.05	11.84	11.99	2.95	32.67	5.31	22.58	18.04	39.76	20.9
247	15.68	11.39	10	29.28	13	8.3	18.77	19.09	13.2	17.2	17.16	11.5	11.83	3.02	31.79	5.27	22.61	17.2	38.82	20.41
248	15.53	11.35	9.94	29.08	13	8.04	18.54	18.59	12.99	17	17.39	11.47	11.87	2.99	31.96	5.25	22.25	16.6	38.86	20.35
249	15.32	11.27	10.1	28.87	12.41	7.94	17.51	17.59	12.71	16.68	17.37	11.3	11.53	2.92	30.99	5.17	21.89	15.96	37.68	20.01
250	14.96	10.59	9.45	26.28	11.93	7.26	17.2	17.73	11.93	16.07	16.5	11.15	10.8	2.8	30.58	5.11	20.3	15.17	37.07	19.63
251	14.73	10.72	9.55	26.57	12.04	7.29	17.35	17.27	12.12	16.07	16.17	11.35	11.27	2.81	30.81	5.13	20.32	15.05	37.69	20.02
252	14.2	10.3	9.06	25.41	11.54	6.98	17.77	17.58	11.65	15.77	15.88	10.68	10.86	2.76	30.1	5.19	19.53	14.72	35.6	18.91
253	14.09	10.33	9.1	25.66	11.7	7.1	17.75	17.59	11.74	16.12	16.65	10.74	10.91	2.83	31.06	5.15	19.66	14.9	35.84	NA
254	14.55	10.53	9.32	26.2	12.25	NA	18.14	18.15	12.03	16.85	16.91	11.02	12	2.89	31.83	5.17	20.96	15.44	36.8	19.85
255	NA	10.47	9.61	26.4	12.5	7.19	17.67	18.18	11.94	17.05	17.79	11	12.13	2.82	31.53	5.14	20.9	15.47	36.5	19.74
256	NA	10.53	9.69	NA	12.53	7.26	17.68	18.68	12.04	17.49	17.98	11.31	12.13	2.87	31.53	5.12	21.46	15.93	37.33	20.39
257	14.74	10.45	9.54	25.91	12.51	7.17	17.46	18.92	11.83	17.43	18.02	11.48	12.6	2.9	NA	5.1	21.56	15.6	37.58	20.55
258	15.24	10.75	9.51	26.42	13.2	7.28	17.58	18.63	12.14	17.71	17.98	11.79	12.63	2.97	31.53	5.15	22.11	15.61	38.23	21.21
259	15.23	10.81	9.55	26.63	13.1	7.34	17.54	19.3	12.13	17.56	19.7	11.9	12.57	2.96	31.53	5.12	22.15	15.8	38.37	21.31
260	14.82	10.6	9.43	25.75	13.09	7.09	17.28	19.15	11.71	18.05	19.5	11.7	12.67	2.97	31.53	5.09	21.96	15.79	37.58	20.78
261	14.56	10.36	9.18	24.59	13.27	6.78	17.8	18.8	11.45	17.96	19.76	12.16	12.47	2.92	31.53	5.12	22.67	15	38.86	21.7
262	14.31	10.36	9.17	24.75	13.51	6.85	17.87	18.36	11.49	18.03	19.65	12.1	12.52	2.93	31.53	5.13	22.4	14.28	38.47	21.75
263	14.16	10.28	9.35	24.7	13.3	6.74	19.65	17.77	11.54	17.6	18.6	11.75	12	2.86	31.53	5.19	21.88	14.08	37.42	21.58
264	14.12	10.35	9.8	25.1	13.32	6.82	19.45	17.77	11.67	17.1	18.8	12.15	11.87	2.88	31.53	5.34	21.44	14.36	37.68	21.88
265	14.12	10.18	9.61	24.24	13.99	6.57	19.56	17.28	11.37	16.95	19.37	12.26	12.31	2.81	34.69	5.4	21.45	13.85	38.19	21.91
266	14.03	10.29	9.85	24.75	14.99	6.64	19.55	17.57	11.5	17.16	19.25	12.63	12.54	2.88	35.7	5.44	21.79	14.01	37.99	21.68
267	13.1	10.04	9.33	23.56	14.59	6.42	19.12	16.75	11.08	16.83	18.53	12.04	12.27	2.94	36.64	5.38	21.11	13.74	36.33	20.37
268	13.11	10.03	9.45	23.92	14.89	6.6	19.92	16.83	11.16	17.11	18.53	12.21	12.41	3.2	36.47	5.44	21.23	13.89	36.92	20.62
269	13.39	10.14	9.95	24.4	14.92	6.72	19.78	17	11.3	18.83	19.26	12.14	12.68	3.09	36.71	5.43	21.25	14.22	37.06	20.66
270	13.42	10.09	10.22	24.63	15.27	6.72	19.75	17.6	11.5	18.91	20.27	11.81	12.75	3.11	35.58	5.41	21.1	14.93	36.5	20.32
271	13.89	10.06	10.29	24.39	14.87	6.78	20.52	17.22	11.43	19.55	20.01	12.1	12.92	3.15	35.8	5.37	22	14.69	37.2	20.9
272	13.36	9.76	10.23	23.13	14.1	6.48	19.98	16.1	11.03	19.42	19.4	11.61	11.73	3.07	36.24	5.3	21.64	14.2	37.1	20.16
273	14.18	9.8	10.24	23.26	14.17	6.48	20.02	15.85	11.13	19.42	19.74	11.75	11.69	3.22	36.03	5.37	20.81	14.81	37.14	20.45
274	14.43	9.55	9.81	22.51	14.06	6.28	19.23	15.51	10.8	19.42	17.77	11.51	11.32	3.27	36.37	5.39	19.88	14.63	36.29	19.9
275	13.87	9.52	9.23	22.41	14.13	6.33	18.4	15.87	10.79	19.42	16.93	11.45	11.2	3.1	36.37	5.44	19.8	14.59	35.91	19.7
276	13.78	9.22	8.79	21.47	13.4	6.24	18.08	15.71	10.45	17.48	17.06	11.1	10.91	2.89	33.5	5.41	18.59	13.86	34.1	19.22
277	13.69	9.29	8.93	21.63	13.27	6.48	18.09	15.8	10.46	17.6	17.3	10.73	10.9	2.88	32.11	5.41	18.31	13.17	33.29	19
278	13.59	9.41	9.12	21.92	13.5	6.65	18.61	15.65	10.6	17.2	17.73	10.73	11.37	2.86	31.6	5.41	18.2	13.3	33.15	19.12
279	13.56	9.34	9.07	22.66	13.69	6.54	18.54	16.21	10.51	16.94	17.59	10.75	11.61	2.88	32.54	5.47	17.99	13.11	33.24	18.99
280	13.27	9.41	9.1	23.39	13.39	6.75	17.69	16.4	10.59	17	16.18	10.23	11.51	2.8	33.45	5.48	NA	12.78	31.76	18.06
281	13.36	9.28	8.94	22.93	14.05	6.63	17.09	16.26	10.47	17.1	15.75	10.05	11.05	2.81	32.99	5.56	18.05	13.04	31.48	17.78
282	14.11	9.45	9.26	24	14.29	6.88	17.05	15.95	10.74	18.26	16.58	10.52	11.05	2.88	32.46	5.58	18.8	13.13	32.62	18.2
283	13.88	9.41	10.19	23.56	14.18	6.84	17.28	16.38	10.72	17.92	16.4	10.44	10.77	3.03	32.39	5.65	18.37	13.23	32.29	18.01
284	13.75	9.2	9.72	21.94	13.61	6.56	17.37	15.62	10.41	17.92	16.4	10.24	10.79	2.95	32.24	5.79	17.66	12.83	31.6	17.54
285	13.48	9.12	9.39	22.05	13.43	6.38	17.9	15.65	10.31	17.55	16.02	10.39	11.2	3.01	33.34	5.74	17.76	12.38	32.06	17.81
286	13.75	9.09	9.15	21.8	13.52	6.28	17.77	15.59	10.3	17.55	16.19	10.44	11.35	2.97	33.91	5.73	18.15	12.72	32.2	17.93
287	13.93	9.21	9.26	22.4	13.91	6.43	18.28	15.89	10.49	17.39	16.39	10.77	11.64	2.97	36.35	5.69	18.39	12.99	33.96	18.38
288	13.82	9.28	9.2	22.7	13.72	6.52	19.08	15.79	10.57	17.23	16.3	10.71	11.73	2.99	35.56	5.65	18.49	13.2	34	18.22
289	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
290	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
291	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
292	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
293	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
294	14.03	9.37	9.44	22.81	13.9	6.52	18.92	16.09	10.66	17.54	16.7	10.74	11.69	3	32.47	5.67	18.83	13.33	33.9	18.29
295	13.81	9.26	9.17	22.4	14.1	6.33	18.46	16.4	10.52	17.88	17.15	10.8	11.42	3.07	33.08	5.67	18.76	13.19	34.4	18.22
296	13.47	9.13	9.31	21.84	14.16	6.28	19.55	16.49	10.35	17.95	17.26	10.54	12.01	3.17	31.74	5.64	18.3	12.58	33.15	17.74
297	13.57	9.23	9.63	22.31	14.51	6.35	19.98	16.86	10.46	18.33	18.1	10.67	12.31	3.24	32.05	5.6	18.53	13.21	33.47	17.93
298	13.84	9.48	9.73	23	14.86	6.57	20.62	17	10.76	18.58	18.48	10.85	12.69	3.34	32.41	5.71	18.92	13.72	34.58	18.29
299	14.03	9.43	9.83	23.03	14.96	6.56	20.44	17.16	10.68	18.91	18.48	10.72	12.64	3.29	31.33	5.67	18.61	14.3	34.15	18.14
300	14.03	9.44	9.91	23.05	14.89	6.51	20.34	17.16	10.79	18.75	18.39	10.83	12.66	3.37	31.76	5.68	20.47	14.39	34.48	18.42
301	14.44	9.61	10.02	23.43	14.59	6.66	20.37	16.79	10.95	18.5	18.7	10.64	12.53	3.38	31.78	5.67	19.56	14.31	33.9	18.35
302	14.56	9.58	10.4	23.09	15.3	6.58	21.01	17.18	10.83	18.48	19.43	10.81	12.53	3.52	31.82	5.65	19.3	13.9	34.41	18.64
303	14.44	9.39	10.07	22.45	14.7	6.3	19.85	16.45	10.53	17.79	18.06	10.4	12.52	3.38	30.76	5.58	18.8	13.9	33.1	17.89
304	14.54	9.36	9.97	22.35	14.67	6.31	20.68	16.49	10.49	17.84	18.21	10.66	12.72	3.43	31.03	5.5	18.86	13.8	33.79	18.12
305	14.91	9.39	10.3	22.89	14.91	6.38	21.76	16.65	10.63	17.84	18.46	10.72	12.66	3.39	30.89	5.54	18.9	13.8	33.83	18.26
306	14.89	9.62	10.22	23.92	14.45	6.56	21.52	16.7	10.94	18.1	18.29	10.8	12.6	3.39	30.58	5.55	19.04	14.17	34.35	18.54
307	14.62	9.48	9.87	23.62	14.16	6.46	21.08	16.67	10.81	17.97	18.05	10.73	12.64	3.32	30.41	5.56	18.95	13.85	34.23	18.49
308	14.79	9.5	9.87	23.39	14.1	6.45	20.54	17	10.82	17.85	17.35	10.92	12.13	3.22	30.53	5.57	18.74	13.84	34.6	18.74
309	14.32	9.36	9.71	23.08	14.03	6.37	20.54	16.65	10.61	17.5	17.2	10.77	11.87	3.24	29.66	5.5	18.41	13.67	33.92	18.37
310	13.99	9.24	9.52	23.08	13.88	6.33	20.91	16.1	10.47	17.24	17.43	10.6	11.69	3.4	29.01	5.5	17.89	13.5	32.96	18.01
311	14.09	9.27	9.57	23.49	14.17	6.37	20.55	15.89	10.55	17.06	19.17	10.64	11.73	3.56	29.3	5.51	18.01	13.65	32.85	17.97
312	14.49	9.44	9.79	23.92	14.4	6.57	21.05	16.24	10.79	17.69	18.73	10.82	12.25	3.6	29.7	5.51	18.45	13.65	33.61	18.34
313	14.41	9.54	9.86	24.37	14.27	6.63	20.84	16.65	10.93	17.5	18.8	10.79	12.23	3.57	29.42	5.51	18.22	14.33	33.69	18.35
314	14.4	9.62	10.02	24.46	14.66	6.7	21.23	16.64	11.01	17.65	18.71	10.86	12.2	3.71	29.62	5.53	18.95	14.5	34.2	18.51
315	14.47	9.52	9.95	24.22	14.68	6.74	21.58	16.66	10.98	18.21	18.84	10.85	12.27	3.74	29.82	5.52	18.86	15	34.11	18.47
316	14.27	9.52	9.69	23.93	14.22	6.69	21.47	16.76	10.82	18.06	19.18	10.68	12.1	3.72	29.37	5.53	18.88	14.83	33.8	18.18
317	14.25	9.4	9.76	23.8	14.17	6.63	22.22	17.15	10.82	18.03	19.56	10.55	12.35	3.72	29.13	5.52	18.7	14.9	33.13	18.17
318	13.94	9.24	9.69	23.06	14.26	6.38	22.31	17.19	10.56	17.65	18.71	10.22	12.31	3.74	28.33	5.51	18.7	14.34	32.36	17.68
319	14.26	9.3	9.83	23.58	14.58	6.48	22.28	17.59	10.72	18.12	19.09	10.31	12.33	3.93	28.54	5.52	18.65	14.13	32.85	17.8
320	14.73	9.54	9.93	24.3	14.66	6.75	22.84	17.7	10.99	18.25	19.1	10.64	12.48	4.11	29.55	5.57	19.2	14.49	33.75	18.09
321	14.78	9.49	10.03	24.2	14.37	6.82	24.27	17.71	11.02	18.38	19.68	10.6	12.75	4.11	29.59	5.53	19.38	14.52	33.55	17.94
322	14.5	9.5	10.34	24.18	14.12	6.91	25	17.4	11.01	18.68	19.68	10.5	12.67	4.11	29.3	5.56	19.07	14.65	33.14	17.94
323	14.62	9.73	10.64	24.9	14.2	7.16	25	17.96	11.31	18.85	21.65	10.6	13.07	4.25	29.75	5.55	19.45	15.38	33.5	18.09
324	14.64	9.77	10.66	25.2	14.06	7.18	24.44	18.19	11.56	20.1	23.82	10.57	13.19	4.25	30.01	5.53	20.04	16.01	33.48	18.1
325	14.64	9.77	10.66	25.2	14.06	7.18	24.44	18.19	11.56	20.1	23.82	10.57	13.19	4.25	30.01	5.53	20.04	16.01	33.48	18.1
326	14.61	9.6	10.74	24.22	14.24	6.87	25.21	18.17	11.35	20.12	24.24	10.63	13.22	4.29	29.65	5.56	20.49	15.39	34.12	18.32
327	14.28	9.46	10.53	23.5	14.1	6.71	27.73	17.53	11.14	19.9	24.02	10.46	12.91	4.24	29.17	5.53	20.49	14.8	33.54	18.25
328	14.11	9.34	10.2	22.73	13.8	6.47	27.72	17.18	10.92	20.25	25.05	10.4	12.58	4.3	29	5.51	19.76	14.2	33.08	18.37
329	14.16	9.39	10.59	22.73	13.95	6.43	28.08	17.27	10.99	20.28	26.3	10.48	12.87	4.44	29.08	5.53	20.21	14.35	33.23	18.54
