date	深证	上证
2010-10-25	0.038504	0.025672
2010-10-22	0.008653	-0.002846
2010-10-21	-0.001408	-0.006797
2010-10-20	0.012322	0.000699
2010-10-19	0.025371	0.015777
2010-10-18	-0.009105	-0.005363
2010-10-15	0.020611	0.031783
2010-10-14	-0.007561	0.006387
2010-10-13	0.018565	0.007023
2010-10-12	0.011083	0.012278
2010-10-11	0.027392	0.024901
2010-10-08	0.038612	0.031286
2010-09-30	0.0218	0.017229
2010-09-29	-0.00449	-0.000259
2010-09-28	-0.011861	-0.006322
2010-09-27	0.017757	0.014052
2010-09-21	0.005418	0.001096
2010-09-20	-0.005168	-0.003839
2010-09-17	0.003962	-0.001451
2010-09-16	-0.021738	-0.018864
2010-09-15	-0.021715	-0.013397
2010-09-14	-0.002133	0.000075
2010-09-13	0.01382	0.009429
2010-09-10	0.005725	0.002581
2010-09-09	-0.02196	-0.014447
2010-09-08	0.003431	-0.001138
2010-09-07	0.002284	0.000784
2010-09-06	0.016481	0.015386
2010-09-03	0.000169	-0.000144
2010-09-02	0.012936	0.012541
2010-09-01	-0.001762	-0.006032
2010-08-31	0.003131	-0.005227
2010-08-30	0.024341	0.016058
2010-08-27	0.002293	0.002789
2010-08-26	0.00415	0.002658
2010-08-25	-0.022316	-0.020272
2010-08-24	0.01222	0.004145
2010-08-23	-0.001046	-0.001113
2010-08-20	-0.020378	-0.016991
2010-08-19	0.003442	0.00813
2010-08-18	0.000033	-0.002093
2010-08-17	0.010495	0.003826
2010-08-16	0.025556	0.021103
2010-08-13	0.01934	0.012124
2010-08-12	-0.011716	-0.012281
2010-08-11	0.008514	0.00471
2010-08-10	-0.027413	-0.028909
2010-08-09	0.006806	0.005319
2010-08-06	0.016238	0.01436
2010-08-05	-0.009411	-0.006733
2010-08-04	0.003664	0.004385
2010-08-03	-0.015815	-0.01703
2010-08-02	0.020342	0.013275
2010-07-30	-0.004942	-0.004008
2010-07-29	0.00127	0.005488
2010-07-28	0.024508	0.022636
2010-07-27	-0.002353	-0.005144
2010-07-26	0.006001	0.006475
2010-07-23	0.005364	0.003755
2010-07-22	0.014301	0.010654
2010-07-21	-0.00148	0.002635
2010-07-20	0.023999	0.021535
2010-07-19	0.029619	0.021099
2010-07-16	0.009046	-0.000014
2010-07-15	-0.00867	-0.018675
2010-07-14	0.0002	0.008225
2010-07-13	-0.01581	-0.016233
2010-07-12	0.014502	0.008011
2010-07-09	0.037087	0.023093
2010-07-08	-0.00207	-0.002465
2010-07-07	0.013074	0.004853
2010-07-06	0.020934	0.019238
2010-07-05	-0.006162	-0.007954
2010-07-02	0.002605	0.003837
2010-07-01	-0.019498	-0.010248
2010-06-30	-0.012827	-0.011818
2010-06-29	-0.050254	-0.042688
2010-06-28	-0.009181	-0.00687
2010-06-25	-0.014249	-0.005426
2010-06-24	-0.000523	-0.001217
2010-06-23	-0.00863	-0.007272
2010-06-22	0.003486	0.000962
2010-06-21	0.034422	0.029042
2010-06-18	-0.01927	-0.018367
2010-06-17	-0.007517	-0.003773
2010-06-11	0.001674	0.002873
2010-06-10	-0.01199	-0.00824
2010-06-09	0.03063	0.027814
2010-06-08	0.004614	0.000883
2010-06-07	-0.019095	-0.016394
2010-06-04	0.006836	0.000367
2010-06-03	-0.006881	-0.007298
2010-06-02	0.008881	0.001223
2010-06-01	-0.01036	-0.009206
2010-05-31	-0.027771	-0.023955
2010-05-28	-0.004522	-0.000057
2010-05-27	0.01753	0.011473
2010-05-26	-0.00034	0.001206
2010-05-25	-0.024002	-0.018999
2010-05-24	0.040264	0.034798
2010-05-21	0.026496	0.010791
2010-05-20	-0.004589	-0.012314
2010-05-19	-0.00124	-0.002688
2010-05-18	0.027959	0.013614
2010-05-17	-0.05793	-0.050692
2010-05-14	-0.008415	-0.00512
2010-05-13	0.026725	0.020632
2010-05-12	0.005493	0.003075
2010-05-11	-0.016839	-0.018965
2010-05-10	0.011592	0.003859
2010-05-07	-0.026494	-0.018732
2010-05-06	-0.052815	-0.041107
2010-05-05	0.003919	0.007715
2010-05-04	-0.018075	-0.012309
2010-04-30	-0.00302	0.00076
2010-04-29	-0.012132	-0.010998
2010-04-28	-0.001895	-0.002613
2010-04-27	-0.021311	-0.020736
2010-04-26	-0.008565	-0.004704
2010-04-23	-0.000093	-0.005317
2010-04-22	-0.005342	-0.011141
2010-04-21	0.019745	0.018038
2010-04-20	-0.009069	-0.000256
2010-04-19	-0.062196	-0.04792
2010-04-16	-0.007706	-0.010952
2010-04-15	-0.003536	-0.000384
2010-04-14	0.003661	0.00156
2010-04-13	0.009089	0.010222
2010-04-12	-0.012419	-0.005114
2010-04-09	0.01031	0.008541
2010-04-08	-0.016226	-0.009374
2010-04-07	-0.005579	-0.003311
2010-04-06	-0.005093	0.000229
2010-04-02	0.006447	0.003349
2010-04-01	0.015344	0.012322
2010-03-31	-0.007836	-0.006189
2010-03-30	0.003233	0.001495
2010-03-29	0.025497	0.020944
2010-03-26	0.012696	0.013427
2010-03-25	-0.016529	-0.012311
2010-03-24	-0.001214	0.001206
2010-03-23	-0.003843	-0.006977
2010-03-22	-0.000038	0.002225
2010-03-19	0.009496	0.007111
2010-03-18	0.000241	-0.001439
2010-03-17	0.023853	0.019259
2010-03-16	0.003816	0.005342
2010-03-15	-0.02184	-0.012104
2010-03-12	-0.016056	-0.012411
2010-03-11	-0.001933	0.000772
2010-03-10	-0.009275	-0.006586
2010-03-09	0.005635	0.005211
2010-03-08	0.007765	0.007313
2010-03-05	0.002343	0.002544
2010-03-04	-0.02377	-0.023775
2010-03-03	0.005083	0.007776
2010-03-02	-0.003126	-0.004772
2010-03-01	0.01219	0.011763
2010-02-26	-0.004611	-0.002834
2010-02-25	0.017275	0.01272
2010-02-24	0.017639	0.013278
2010-02-23	-0.011818	-0.006933
2010-02-22	-0.007415	-0.004882
2010-02-12	0.006559	0.010931
2010-02-11	0.003219	0.001006
2010-02-10	0.017956	0.011414
2010-02-09	0.001934	0.004657
2010-02-08	0.002534	-0.001438
2010-02-05	-0.020736	-0.018665
2010-02-04	-0.007591	-0.002839
2010-02-03	0.02935	0.023553
2010-02-02	-0.006354	-0.00226
2010-02-01	-0.012202	-0.016035
2010-01-29	0.00138	-0.00162
2010-01-28	0.006118	0.002523
2010-01-27	-0.009519	-0.010859
2010-01-26	-0.024669	-0.024243
2010-01-25	-0.009983	-0.010924
2010-01-22	-0.024868	-0.009584
2010-01-21	0.000077	0.002225
2010-01-20	-0.032546	-0.029266
2010-01-19	-0.000812	0.00302
2010-01-18	0.007324	0.004015
2010-01-15	0.004558	0.002675
2010-01-14	0.014415	0.013519
2010-01-13	-0.027254	-0.030944
2010-01-12	0.016728	0.019054
2010-01-11	-0.008016	0.005242
2010-01-08	0.002414	0.001009
2010-01-07	-0.01997	-0.01888
2010-01-06	-0.000902	-0.00852
2010-01-05	-0.001194	0.011844
2010-01-04	-0.012148	-0.010185
2009-12-31	0.004068	0.004456
2009-12-30	0.010403	0.015829
2009-12-29	0.002971	0.007205
2009-12-28	0.013096	0.015099
2009-12-25	-0.001155	-0.003823
2009-12-24	0.038399	0.025907
2009-12-23	0.013108	0.007624
2009-12-22	-0.027948	-0.0232
2009-12-21	0.007447	0.002918
2009-12-18	-0.035601	-0.020507
2009-12-17	-0.019996	-0.023389
2009-12-16	-0.011635	-0.005878
2009-12-15	-0.008221	-0.008612
2009-12-14	0.004654	0.017118
2009-12-11	0.00051	-0.002134
2009-12-10	0.007016	0.004536
2009-12-09	-0.01135	-0.017319
2009-12-08	-0.008628	-0.010574
2009-12-07	0.011998	0.004478
2009-12-04	0.009091	0.016056
2009-12-03	-0.002947	-0.001567
2009-12-02	0.008649	0.010629
2009-12-01	0.014488	0.012538
2009-11-30	0.047423	0.031986
2009-11-27	-0.030949	-0.023562
2009-11-26	-0.038161	-0.036225
2009-11-25	0.026854	0.020673
2009-11-24	-0.028971	-0.034486
2009-11-23	0.011648	0.009164
2009-11-20	-0.000321	-0.003694
2009-11-19	0.004193	0.005261
2009-11-18	-0.002101	0.006197
2009-11-17	-0.002088	0.002394
2009-11-16	0.032816	0.027419
2009-11-13	0.006382	0.004634
2009-11-12	0.005597	-0.000708
2009-11-11	-0.003389	-0.001075
2009-11-10	0.008836	0.000953
2009-11-09	0.003781	0.00365
2009-11-06	0.006627	0.002847
2009-11-05	-0.002282	0.008476
2009-11-04	0.005548	0.004595
2009-11-03	0.011341	0.012214
2009-11-02	0.034031	0.026971
2009-10-30	0.00853	0.011951
2009-10-29	-0.024963	-0.023377
2009-10-28	0.007483	0.003267
2009-10-27	-0.031432	-0.028334
2009-10-26	-0.002177	0.000553
2009-10-23	0.01731	0.018495
2009-10-22	-0.00536	-0.006245
2009-10-21	0.0013	-0.004495
2009-10-20	0.015459	0.0152
2009-10-19	0.037387	0.020708
2009-10-16	0.001931	-0.001059
2009-10-15	0.002862	0.003116
2009-10-14	0.008506	0.011696
2009-10-13	0.011156	0.014409
2009-10-12	-0.004859	-0.005918
2009-10-09	0.053038	0.047596
2009-09-30	0.012428	0.009035
2009-09-29	-0.001572	-0.003251
2009-09-28	-0.026129	-0.026531
2009-09-25	-0.007992	-0.005156
2009-09-24	0.001181	0.003811
2009-09-23	-0.029723	-0.018924
2009-09-22	-0.01924	-0.02341
2009-09-21	0.005661	0.001466
2009-09-18	-0.03978	-0.03189
2009-09-17	0.014537	0.020185
2009-09-16	-0.011526	-0.011213
2009-09-15	0.004294	0.002308
2009-09-14	0.023875	0.012358
2009-09-11	0.017602	0.022192
2009-09-10	-0.013298	-0.007255
2009-09-09	0.01039	0.005386
2009-09-08	0.024742	0.017132
2009-09-07	0.01005	0.006817
2009-09-04	0.010139	0.005829
2009-09-03	0.061933	0.047901
2009-09-02	0.011745	0.011644
2009-09-01	0.002759	0.00599
2009-08-31	-0.075545	-0.067446
2009-08-28	-0.037625	-0.029089
2009-08-27	-0.008111	-0.007144
2009-08-26	0.026253	0.017763
2009-08-25	-0.032099	-0.025932
2009-08-24	0.015454	0.01103
2009-08-21	0.020918	0.016894
2009-08-20	0.039111	0.045232
2009-08-19	-0.047852	-0.043045
2009-08-18	0.008956	0.014023
2009-08-17	-0.066477	-0.057875
2009-08-14	-0.023679	-0.0298
2009-08-13	0.016776	0.008944
2009-08-12	-0.041519	-0.04656
2009-08-11	0.012599	0.004605
2009-08-10	-0.000124	-0.003352
2009-08-07	-0.038583	-0.028495
2009-08-06	-0.020821	-0.02105
2009-08-05	-0.008746	-0.01237
2009-08-04	0.003432	0.002556
2009-08-03	0.013626	0.014809
2009-07-31	0.030001	0.027247
2009-07-30	0.01545	0.016877
2009-07-29	-0.055365	-0.050006
2009-07-28	0.006785	0.00092
2009-07-27	0.015643	0.018564
2009-07-24	0.000744	0.013253
2009-07-23	0.012614	0.009669
2009-07-22	0.013356	0.025958
2009-07-21	-0.015245	-0.016442
2009-07-20	0.01898	0.024196
2009-07-17	0.003828	0.001884
2009-07-16	0.000201	-0.001508
2009-07-15	0.006789	0.013797
2009-07-14	0.026106	0.020971
2009-07-13	-0.003578	-0.010718
2009-07-10	0.005386	-0.002915
2009-07-09	0.011959	0.013718
2009-07-08	0.010203	-0.002808
2009-07-07	-0.010207	-0.011271
2009-07-06	0.018854	0.011754
2009-07-03	0.024065	0.009186
2009-07-02	0.010294	0.017321
2009-07-01	0.024392	0.016486
2009-06-30	-0.003352	-0.005361
2009-06-29	0.016853	0.016086
2009-06-26	0.002397	0.001082
2009-06-25	0.000373	0.00094
2009-06-24	0.023008	0.010233
2009-06-23	-0.005813	-0.001245
2009-06-22	-0.004588	0.005489
2009-06-19	0.00813	0.009317
2009-06-18	0.010067	0.015579
2009-06-17	0.022532	0.012284
2009-06-16	0.002622	-0.004849
2009-06-15	0.023263	0.016688
2009-06-12	-0.016428	-0.019146
2009-06-11	-0.011166	-0.006721
2009-06-10	0.007509	0.010173
2009-06-09	0.012094	0.007062
2009-06-08	-0.00519	0.005245
2009-06-05	-0.006206	-0.004825
2009-06-04	0.001998	-0.004083
2009-06-03	0.021745	0.019927
2009-06-02	0.006044	0.001111
2009-06-01	0.03202	0.03672
2009-05-27	0.007554	0.01403
2009-05-26	-0.0157	-0.008213
2009-05-25	0.010874	0.004777
2009-05-22	-0.003583	-0.004988
2009-05-21	-0.025102	-0.015385
2009-05-20	-0.005297	-0.00944
2009-05-19	0.010695	0.009011
2009-05-18	0.003973	0.002841
2009-05-15	0.002056	0.002036
2009-05-14	-0.004102	-0.008964
2009-05-13	0.01132	0.017414
2009-05-12	0.031449	0.014895
2009-05-11	-0.030862	-0.017481
2009-05-08	0.007332	0.010856
2009-05-07	-0.003954	0.0019
2009-05-06	0.020231	0.009809
2009-05-05	0.004862	0.002901
2009-05-04	0.041795	0.033235
2009-04-30	0.012715	0.003799
2009-04-29	0.030635	0.027798
2009-04-28	0.002431	-0.001626
2009-04-27	-0.025012	-0.017662
2009-04-24	-0.004875	-0.006233
2009-04-23	0.012083	0.00106
2009-04-22	-0.040642	-0.029372
2009-04-21	-0.015596	-0.008457
2009-04-20	0.022294	0.021375
2009-04-17	-0.01352	-0.011917
2009-04-16	-0.00136	-0.000758
2009-04-15	0.004794	0.003512
2009-04-14	0.014506	0.005363
2009-04-13	0.020797	0.028424
2009-04-10	0.034897	0.027039
2009-04-09	0.014986	0.013841
2009-04-08	-0.036317	-0.037634
2009-04-07	-0.001341	0.008019
2009-04-03	-0.00605	-0.002273
2009-04-02	0.015827	0.007174
2009-04-01	0.019379	0.014665
2009-03-31	0.008028	0.006435
2009-03-30	-0.00931	-0.006906
2009-03-27	0.001145	0.005392
2009-03-26	0.025994	0.030612
2009-03-25	-0.022176	-0.020041
2009-03-24	0.007775	0.005564
2009-03-23	0.02755	0.019461
2009-03-20	0.002904	0.006765
2009-03-19	0.018487	0.018903
2009-03-18	0.00907	0.002434
2009-03-17	0.045768	0.030203
2009-03-16	0.018659	0.011482
2009-03-13	-0.007282	-0.002359
2009-03-12	-0.001008	-0.002405
2009-03-11	-0.012945	-0.009054
2009-03-10	0.012441	0.018794
2009-03-09	-0.036739	-0.033862
2009-03-06	0.000923	-0.012638
2009-03-05	0.001774	0.010449
2009-03-04	0.069139	0.061154
2009-03-03	-0.008644	-0.010517
2009-03-02	0.020306	0.005087
2009-02-27	-0.021816	-0.018102
2009-02-26	-0.05627	-0.038668
2009-02-25	-0.019202	0.00269
2009-02-24	-0.037201	-0.045591
2009-02-23	0.036079	0.019589
2009-02-20	0.025551	0.015425
2009-02-19	0.016132	0.007812
2009-02-18	-0.044634	-0.047244
2009-02-17	-0.035331	-0.029274
2009-02-16	0.01649	0.029557
2009-02-13	0.037259	0.032339
2009-02-12	0.00357	-0.00563
2009-02-11	0.002862	-0.001916
2009-02-10	0.021993	0.018181
2009-02-09	0.040632	0.019931
2009-02-06	0.048355	0.039666
2009-02-05	-0.008586	-0.004617
2009-02-04	0.029068	0.022778
2009-02-03	0.025227	0.02442
2009-02-02	0.010317	0.010562
2009-01-23	-0.005055	-0.007129
2009-01-22	0.011486	0.010043
2009-01-21	-0.007079	-0.004559
2009-01-20	0.00543	0.003742
2009-01-19	0.009413	0.016493
2009-01-16	0.017496	0.017827
2009-01-15	-0.001958	-0.004491
2009-01-14	0.043036	0.035152
2009-01-13	-0.02814	-0.01946
2009-01-12	0.000005	-0.00237
2009-01-09	0.015551	0.014205
2009-01-08	-0.016183	-0.023821
2009-01-07	-0.01023	-0.00678
2009-01-06	0.024184	0.030004
2009-01-05	0.023031	0.032904
2008-12-31	-0.011077	-0.006604
2008-12-30	-0.014285	-0.009495
2008-12-29	-0.007614	-0.000561
2008-12-26	-0.011907	-0.000486
2008-12-25	-0.008847	-0.006106
2008-12-24	-0.015433	-0.017618
2008-12-23	-0.04691	-0.045544
2008-12-22	-0.019319	-0.015214
2008-12-19	0.003556	0.001374
2008-12-18	0.017237	0.019665
2008-12-17	0.005042	0.000918
2008-12-16	0.020967	0.005412
2008-12-15	0.001229	0.005199
2008-12-12	-0.036512	-0.038129
2008-12-11	-0.017195	-0.022815
2008-12-10	0.017566	0.020305
2008-12-09	-0.022267	-0.025365
2008-12-08	0.034274	0.035725
2008-12-05	0.020785	0.00857
2008-12-04	0.012763	0.018363
2008-12-03	0.03609	0.040101
2008-12-02	0.004707	-0.002627
2008-12-01	0.015838	0.012537
2008-11-28	-0.0037	-0.024353
2008-11-27	0.022862	0.010526
2008-11-26	0.006914	0.004855
2008-11-25	0.003527	-0.004399
2008-11-24	-0.036528	-0.036727
2008-11-21	0.002168	-0.007244
2008-11-20	0.002528	-0.016711
2008-11-19	0.061437	0.060472
2008-11-18	-0.072199	-0.063066
2008-11-17	0.01841	0.022174
2008-11-14	0.046571	0.030517
2008-11-13	0.04044	0.036847
2008-11-12	0.002772	0.008409
2008-11-11	-0.004465	-0.016639
2008-11-10	0.065013	0.072717
2008-11-07	0.005689	0.01746
2008-11-06	-0.024758	-0.024359
2008-11-05	0.034747	0.031585
2008-11-04	-0.026815	-0.0076
2008-11-03	-0.002454	-0.005213
2008-10-31	-0.0119	-0.019744
2008-10-30	0.019141	0.025465
2008-10-29	-0.015694	-0.029353
2008-10-28	0.027257	0.028125
2008-10-27	-0.068866	-0.063203
2008-10-24	-0.026299	-0.019162
2008-10-23	0.007528	-0.010687
2008-10-22	-0.017395	-0.032017
2008-10-21	-0.005773	-0.00784
2008-10-20	0.034911	0.022456
2008-10-17	0.006964	0.010843
2008-10-16	-0.03743	-0.042476
2008-10-15	-0.010315	-0.01123
2008-10-14	-0.014984	-0.027126
2008-10-13	0.029165	0.036488
2008-10-10	-0.055172	-0.035675
2008-10-09	-0.024012	-0.008432
2008-10-08	-0.035759	-0.030408
2008-10-07	-0.004994	-0.007314
2008-10-06	-0.045235	-0.052335
2008-09-26	0.024731	-0.001618
2008-09-25	0.041419	0.036399
2008-09-24	0.003026	0.00695
2008-09-23	-0.054491	-0.015605
2008-09-22	0.044041	0.077741
2008-09-19	0.090039	0.094551
2008-09-18	-0.017514	-0.017216
2008-09-17	-0.028159	-0.028988
2008-09-16	-0.008862	-0.044736
2008-09-12	0.008555	0.000333
2008-09-11	-0.026781	-0.033373
2008-09-10	0.006165	0.002321
2008-09-09	0.002596	0.0011
2008-09-08	-0.03582	-0.0268
2008-09-05	-0.028018	-0.032917
2008-09-04	0.008099	0.000325
2008-09-03	-0.021747	-0.012243
2008-09-02	-0.013907	-0.008707
2008-09-01	-0.039855	-0.030131
2008-08-29	0.023946	0.020095
2008-08-28	-0.001292	0.003414
2008-08-27	-0.007633	-0.003377
2008-08-26	-0.02208	-0.026225
2008-08-25	-0.004471	0.003388
2008-08-22	-0.017148	-0.010894
2008-08-21	-0.033773	-0.036288
2008-08-20	0.071272	0.07627
2008-08-19	0.016657	0.010604
2008-08-18	-0.048621	-0.053351
2008-08-15	-0.005465	0.005551
2008-08-14	0.003517	-0.003767
2008-08-13	0.006938	-0.004436
2008-08-12	0.002772	-0.005213
2008-08-11	-0.056431	-0.052057
2008-08-08	-0.041671	-0.044676
2008-08-07	-0.00131	0.003019
2008-08-06	-0.003643	0.010637
2008-08-05	-0.031515	-0.018599
2008-08-04	-0.018963	-0.021442
2008-08-01	0.009142	0.009403
2008-07-31	-0.025264	-0.021487
2008-07-30	-0.00777	-0.004786
2008-07-29	-0.018274	-0.018154
2008-07-28	0.005138	0.013232
2008-07-25	-0.008278	-0.015528
2008-07-24	0.027866	0.025527
2008-07-23	-0.011833	-0.002905
2008-07-22	-0.001995	-0.005347
2008-07-21	0.029472	0.029892
2008-07-18	0.032302	0.034859
2008-07-17	-0.003755	-0.007794
2008-07-16	-0.033748	-0.026473
2008-07-15	-0.040307	-0.034329
2008-07-14	0.002283	0.007569
2008-07-11	-0.014465	-0.006544
2008-07-10	-0.01707	-0.015441
2008-07-09	0.040712	0.037514
2008-07-08	0.004776	0.008075
2008-07-07	0.053427	0.045884
2008-07-04	0.000271	-0.012442
2008-07-03	0.025762	0.019536
2008-07-02	0.007164	0.000045
2008-07-01	-0.02922	-0.030883
2008-06-30	-0.006934	-0.004486
2008-06-27	-0.056346	-0.052869
2008-06-26	0.00175	-0.001089
2008-06-25	0.047926	0.036388
2008-06-24	0.031043	0.015433
2008-06-23	-0.014384	-0.025186
2008-06-20	0.023154	0.030144
2008-06-19	-0.074883	-0.065363
2008-06-18	0.050229	0.052371
2008-06-17	-0.040281	-0.027609
2008-06-16	-0.011216	0.001849
2008-06-13	-0.039014	-0.030002
2008-06-12	-0.011278	-0.022058
2008-06-11	-0.028592	-0.015654
2008-06-10	-0.082501	-0.077286
2008-06-06	-0.010649	-0.006556
2008-06-05	-0.009207	-0.005421
2008-06-04	-0.001759	-0.019347
2008-06-03	-0.005447	-0.006547
2008-06-02	0.000748	0.007482
2008-05-30	0.008463	0.009383
2008-05-29	-0.029765	-0.016649
2008-05-28	0.026278	0.024773
2008-05-27	0.0091	0.003229
2008-05-26	-0.026703	-0.031254
2008-05-23	-0.012113	-0.003597
2008-05-22	-0.023194	-0.016522
2008-05-21	0.016869	0.02934
2008-05-20	-0.05666	-0.044829
2008-05-19	-0.008772	-0.005373
2008-05-16	-0.007142	-0.003599
2008-05-15	-0.009029	-0.005498
2008-05-14	0.035039	0.027298
2008-05-13	-0.006978	-0.018401
2008-05-12	0.006554	0.003733
2008-05-09	-0.017808	-0.011853
2008-05-08	0.026068	0.021707
2008-05-07	-0.052791	-0.041343
2008-05-06	-0.011415	-0.007313
2008-05-05	0.026353	0.018386
2008-04-30	0.048444	0.048164
2008-04-29	0.007697	0.014011
2008-04-28	-0.024606	-0.023337
2008-04-25	0.014727	-0.007055
2008-04-24	0.095943	0.092943
2008-04-23	0.054532	0.041469
2008-04-22	0.007251	0.009887
2008-04-21	-0.017509	0.007209
2008-04-18	-0.031315	-0.03974
2008-04-17	-0.033191	-0.020919
2008-04-16	-0.026917	-0.01695
2008-04-15	0.003823	0.015677
2008-04-14	-0.073867	-0.056177
2008-04-11	0.003118	0.006092
2008-04-10	0.015894	0.016941
2008-04-09	-0.037802	-0.054984
2008-04-08	0.014633	0.00359
2008-04-07	0.058777	0.044505
2008-04-03	0.025005	0.02938
2008-04-02	-0.00934	0.005623
2008-04-01	-0.063262	-0.041337
2008-03-31	-0.028534	-0.030008
2008-03-28	0.044345	0.049437
2008-03-27	-0.027999	-0.054165
2008-03-26	0.004603	-0.006271
2008-03-25	0.025121	0.000946
2008-03-24	-0.045245	-0.044879
2008-03-21	0.012573	-0.001966
2008-03-20	0.038669	0.011285
2008-03-19	0.044454	0.025269
2008-03-18	-0.054419	-0.039568
2008-03-17	-0.044137	-0.035992
2008-03-14	-0.009001	-0.002162
2008-03-13	-0.028247	-0.024289
2008-03-12	-0.031538	-0.022987
2008-03-11	-0.003185	0.004722
2008-03-10	-0.044843	-0.03586
2008-03-07	-0.008618	-0.013866
2008-03-06	0.006084	0.015918
2008-03-05	-0.009209	-0.00987
2008-03-04	-0.027261	-0.023166
2008-03-03	0.02298	0.020633
2008-02-29	0.010823	0.011404
2008-02-28	-0.006218	-0.007968
2008-02-27	0.02766	0.02262
2008-02-26	-0.010219	0.010887
2008-02-25	-0.042823	-0.040673
2008-02-22	-0.037177	-0.034656
2008-02-21	-0.009136	-0.008725
2008-02-20	-0.018656	-0.020854
2008-02-19	0.024973	0.021047
2008-02-18	0.022085	0.015793
2008-02-15	-0.012494	-0.012123
2008-02-14	0.012271	0.013716
2008-02-13	-0.021186	-0.023692
2008-02-05	-0.0101	-0.015512
2008-02-04	0.079534	0.081329
2008-02-01	-0.005098	-0.014287
2008-01-31	-0.016742	-0.007799
2008-01-30	-0.004827	-0.008994
2008-01-29	0.001738	0.008746
2008-01-28	-0.064541	-0.071906
2008-01-25	0.012139	0.009317
2008-01-24	0.01258	0.003123
2008-01-23	0.054918	0.031426
2008-01-22	-0.070599	-0.072172
2008-01-21	-0.050766	-0.051362
2008-01-18	0.012339	0.005608
2008-01-17	-0.024063	-0.026269
2008-01-16	-0.035832	-0.028139
2008-01-15	-0.005596	-0.009842
2008-01-14	0.006549	0.002411
2008-01-11	0.004082	0.005156
2008-01-10	0.018372	0.003814
2008-01-09	0.018036	0.009148
2008-01-08	-0.005922	-0.001263
2008-01-07	0.014046	0.005925
2008-01-04	0.011787	0.007841
2008-01-03	0.003089	0.008923
2008-01-02	0.008786	0.002138
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
