,Comcd,Enddt,QVal,,Year10,Year11,Year12,Year13
2812,c000691,2008,1.291267,,0,0,0,0
2813,c000691,2009,3.970769,,0,0,0,0
2814,c000691,2010,6.730954,,1,0,0,0
2815,c000691,2011,4.581813,,0,1,0,0
2816,c000691,2012,6.9616,,0,0,1,0
2817,c000691,2013,5.113264,,0,0,0,1
2818,c000692,2003,1.071365,,0,0,0,0
2819,c000692,2004,0.973462,,0,0,0,0
2820,c000692,2005,0.920828,,0,0,0,0
2821,c000692,2006,0.923107,,0,0,0,0
2822,c000692,2007,1.356139,,0,0,0,0
2823,c000692,2008,0.931132,,0,0,0,0
2824,c000692,2009,1.265528,,0,0,0,0
2825,c000692,2010,1.338056,,1,0,0,0
2826,c000692,2011,0.973034,,0,1,0,0
2827,c000692,2012,0.984964,,0,0,1,0
2828,c000692,2013,1.201807,,0,0,0,1
2829,c000693,2003,1.281168,,0,0,0,0
2830,c000693,2004,1.312682,,0,0,0,0
2831,c000693,2005,1.150005,,0,0,0,0
2832,c000693,2006,1.100496,,0,0,0,0
2839,c000693,2013,0.760853,,0,0,0,1
2840,c000695,2003,1.32484,,0,0,0,0
2841,c000695,2004,1.080174,,0,0,0,0
2842,c000695,2005,1.088298,,0,0,0,0
2843,c000695,2006,1.437096,,0,0,0,0
2844,c000695,2007,2.119237,,0,0,0,0
2845,c000695,2008,1.340695,,0,0,0,0
2846,c000695,2009,2.012313,,0,0,0,0
2847,c000695,2010,4.191021,,1,0,0,0
2848,c000695,2011,1.749368,,0,1,0,0
2849,c000695,2012,1.954889,,0,0,1,0
2850,c000695,2013,2.130902,,0,0,0,1
2851,c000697,2003,1.026981,,0,0,0,0
2852,c000697,2004,1.0606,,0,0,0,0
2853,c000697,2005,0.978575,,0,0,0,0
2854,c000697,2006,1.097741,,0,0,0,0
2855,c000697,2007,1.489543,,0,0,0,0
2856,c000697,2008,1.12907,,0,0,0,0
2857,c000697,2009,2.209443,,0,0,0,0
2858,c000697,2010,2.818091,,1,0,0,0
2859,c000697,2011,2.942457,,0,1,0,0
2860,c000697,2012,3.076542,,0,0,1,0
2861,c000697,2013,3.374343,,0,0,0,1
2862,c000698,2003,0.976385,,0,0,0,0
2863,c000698,2004,0.903133,,0,0,0,0
2864,c000698,2005,0.903227,,0,0,0,0
2865,c000698,2006,1.024959,,0,0,0,0
2866,c000698,2007,1.535964,,0,0,0,0
2867,c000698,2008,0.859601,,0,0,0,0
2868,c000698,2009,1.244005,,0,0,0,0
2869,c000698,2010,1.275603,,1,0,0,0
2870,c000698,2011,0.989758,,0,1,0,0
2871,c000698,2012,0.875668,,0,0,1,0
2872,c000698,2013,0.831696,,0,0,0,1
2873,c000699,2003,1.007846,,0,0,0,0
2874,c000699,2004,0.898198,,0,0,0,0
2877,c000700,2003,1.129592,,0,0,0,0
2878,c000700,2004,1.043205,,0,0,0,0
2879,c000700,2005,0.949214,,0,0,0,0
2880,c000700,2006,1.008768,,0,0,0,0
2881,c000700,2007,1.546377,,0,0,0,0
2882,c000700,2008,0.922956,,0,0,0,0
2883,c000700,2008,0.922956,,0,0,0,0
2884,c000700,2008,0.922956,,0,0,0,0
2885,c000700,2009,1.305507,,0,0,0,0
2886,c000700,2010,1.292451,,1,0,0,0
2887,c000700,2011,1.084422,,0,1,0,0
2888,c000700,2012,1.03952,,0,0,1,0
2889,c000700,2013,1.292752,,0,0,0,1
2890,c000701,2003,1.29361,,0,0,0,0
2891,c000701,2004,1.297881,,0,0,0,0
2892,c000701,2005,1.106202,,0,0,0,0
2893,c000701,2006,1.205272,,0,0,0,0
2894,c000701,2007,1.371355,,0,0,0,0
2895,c000701,2008,0.931884,,0,0,0,0
2896,c000701,2009,1.443192,,0,0,0,0
2897,c000701,2010,1.494112,,1,0,0,0
2898,c000701,2011,1.129356,,0,1,0,0
2899,c000701,2012,1.065525,,0,0,1,0
2900,c000701,2013,1.136354,,0,0,0,1
2901,c000702,2003,0.989113,,0,0,0,0
2902,c000702,2004,1.011765,,0,0,0,0
2903,c000702,2005,1.002438,,0,0,0,0
2904,c000702,2006,1.098938,,0,0,0,0
2905,c000702,2007,2.100377,,0,0,0,0
2906,c000702,2008,1.443307,,0,0,0,0
2907,c000702,2009,2.577704,,0,0,0,0
2908,c000702,2010,2.167529,,1,0,0,0
2909,c000702,2011,1.753996,,0,1,0,0
2910,c000702,2012,1.702471,,0,0,1,0
2911,c000702,2013,2.042963,,0,0,0,1
2912,c000703,2003,1.09174,,0,0,0,0
2913,c000703,2004,1.023825,,0,0,0,0
2914,c000703,2005,0.755636,,0,0,0,0
2915,c000703,2006,1.13028,,0,0,0,0
2916,c000703,2007,3.553118,,0,0,0,0
2917,c000703,2008,1.339062,,0,0,0,0
2918,c000703,2009,4.695437,,0,0,0,0
2919,c000703,2010,21.895639,,1,0,0,0
2920,c000703,2011,1.03935,,0,1,0,0
2921,c000703,2012,0.810893,,0,0,1,0
2922,c000703,2013,0.935566,,0,0,0,1
2923,c000705,2003,1.102081,,0,0,0,0
2924,c000705,2004,0.976208,,0,0,0,0
2925,c000705,2005,0.889681,,0,0,0,0
2926,c000705,2006,0.97097,,0,0,0,0
2927,c000705,2007,1.469799,,0,0,0,0
2928,c000705,2008,1.049817,,0,0,0,0
2929,c000705,2009,1.52754,,0,0,0,0
2930,c000705,2010,1.621683,,1,0,0,0
2931,c000705,2011,1.368203,,0,1,0,0
2932,c000705,2012,1.340042,,0,0,1,0
2933,c000705,2013,1.46427,,0,0,0,1
2934,c000707,2003,1.076141,,0,0,0,0
2935,c000707,2004,0.942638,,0,0,0,0
2936,c000707,2005,0.907162,,0,0,0,0
2937,c000707,2006,1.080311,,0,0,0,0
2938,c000707,2007,2.276765,,0,0,0,0
2939,c000707,2008,0.981764,,0,0,0,0
2940,c000707,2009,1.461932,,0,0,0,0
2941,c000707,2010,1.134692,,1,0,0,0
2942,c000707,2011,1.144403,,0,1,0,0
2943,c000707,2012,1.01828,,0,0,1,0
2944,c000707,2013,1.025004,,0,0,0,1
2945,c000708,2003,0.991682,,0,0,0,0
2946,c000708,2004,1.090553,,0,0,0,0
2947,c000708,2005,1.016226,,0,0,0,0
2948,c000708,2006,1.101651,,0,0,0,0
2949,c000708,2007,1.599215,,0,0,0,0
2950,c000708,2008,0.973481,,0,0,0,0
2951,c000708,2009,1.850506,,0,0,0,0
2952,c000708,2010,1.91021,,1,0,0,0
2953,c000708,2011,1.279021,,0,1,0,0
2954,c000708,2012,1.073521,,0,0,1,0
2955,c000708,2013,0.845831,,0,0,0,1
2956,c000709,2003,0.965128,,0,0,0,0
2957,c000709,2004,0.911688,,0,0,0,0
2958,c000709,2005,0.870925,,0,0,0,0
2959,c000709,2006,0.982888,,0,0,0,0
2960,c000709,2007,1.514398,,0,0,0,0
2961,c000709,2008,0.932048,,0,0,0,0
2962,c000709,2009,0.890893,,0,0,0,0
2963,c000709,2010,0.959316,,1,0,0,0
2964,c000709,2011,0.918584,,0,1,0,0
2965,c000709,2012,0.7738,,0,0,1,0
2966,c000709,2013,0.787088,,0,0,0,1
2967,c000710,2003,1.527687,,0,0,0,0
2968,c000710,2004,1.259315,,0,0,0,0
2969,c000710,2005,1.274596,,0,0,0,0
2970,c000710,2006,1.515152,,0,0,0,0
2971,c000710,2007,5.06312,,0,0,0,0
2972,c000710,2008,1.915114,,0,0,0,0
2973,c000710,2009,5.693372,,0,0,0,0
2974,c000710,2010,5.57554,,1,0,0,0
2975,c000710,2011,4.495427,,0,1,0,0
2976,c000710,2012,4.482233,,0,0,1,0
2977,c000710,2013,3.750823,,0,0,0,1
2978,c000711,2003,1.296543,,0,0,0,0
2979,c000711,2004,1.071071,,0,0,0,0
2980,c000711,2005,0.984131,,0,0,0,0
2981,c000711,2006,1.052991,,0,0,0,0
2982,c000711,2007,1.858892,,0,0,0,0
2983,c000711,2008,0.890117,,0,0,0,0
2984,c000711,2009,1.536347,,0,0,0,0
2985,c000711,2010,2.343352,,1,0,0,0
2986,c000711,2011,2.052861,,0,1,0,0
2987,c000711,2012,2.179492,,0,0,1,0
2988,c000711,2013,1.466354,,0,0,0,1
2989,c000712,2003,0.992012,,0,0,0,0
2990,c000712,2004,0.946857,,0,0,0,0
2991,c000712,2005,0.912363,,0,0,0,0
2992,c000712,2006,0.991957,,0,0,0,0
2993,c000712,2007,2.785548,,0,0,0,0
2994,c000712,2008,1.487375,,0,0,0,0
2995,c000712,2009,4.012827,,0,0,0,0
2996,c000712,2010,3.160407,,1,0,0,0
2997,c000712,2011,2.004506,,0,1,0,0
2998,c000712,2012,1.082691,,0,0,1,0
2999,c000712,2013,1.134006,,0,0,0,1
3000,c000713,2003,1.272921,,0,0,0,0
3001,c000713,2004,1.100099,,0,0,0,0
3002,c000713,2005,0.933779,,0,0,0,0
3003,c000713,2006,1.217877,,0,0,0,0
3004,c000713,2007,1.752994,,0,0,0,0
3005,c000713,2008,1.822604,,0,0,0,0
3006,c000713,2009,2.824873,,0,0,0,0
3007,c000713,2010,3.257359,,1,0,0,0
3008,c000713,2011,2.540356,,0,1,0,0
3009,c000713,2012,2.045126,,0,0,1,0
3010,c000713,2013,1.670615,,0,0,0,1
3011,c000715,2003,1.165714,,0,0,0,0
3012,c000715,2003,1.165714,,0,0,0,0
3013,c000715,2004,1.082099,,0,0,0,0
3014,c000715,2004,1.082099,,0,0,0,0
3015,c000715,2005,1.119195,,0,0,0,0
3016,c000715,2005,1.119195,,0,0,0,0
3017,c000715,2006,1.424687,,0,0,0,0
3018,c000715,2006,1.424687,,0,0,0,0
3019,c000715,2007,2.386865,,0,0,0,0
3020,c000715,2007,2.386865,,0,0,0,0
3021,c000715,2008,1.460528,,0,0,0,0
3022,c000715,2009,2.499651,,0,0,0,0
3023,c000715,2010,2.694159,,1,0,0,0
3024,c000715,2011,1.378253,,0,1,0,0
3025,c000715,2012,1.225715,,0,0,1,0
3026,c000715,2013,2.053422,,0,0,0,1
3027,c000716,2003,1.248608,,0,0,0,0
3028,c000716,2004,1.035656,,0,0,0,0
3029,c000716,2005,0.739415,,0,0,0,0
3030,c000716,2006,1.045326,,0,0,0,0
3031,c000716,2006,1.045326,,0,0,0,0
3032,c000716,2007,2.161238,,0,0,0,0
3033,c000716,2008,1.090805,,0,0,0,0
3034,c000716,2009,2.441453,,0,0,0,0
3035,c000716,2010,3.254075,,1,0,0,0
3036,c000716,2011,2.478964,,0,1,0,0
3037,c000716,2012,2.282827,,0,0,1,0
3038,c000716,2013,1.600546,,0,0,0,1
3039,c000717,2003,1.190611,,0,0,0,0
3040,c000717,2004,1.011918,,0,0,0,0
3041,c000717,2005,0.904826,,0,0,0,0
3042,c000717,2006,0.923989,,0,0,0,0
3043,c000717,2007,1.418795,,0,0,0,0
3044,c000717,2008,0.945,,0,0,0,0
3045,c000717,2009,1.169738,,0,0,0,0
3046,c000717,2010,0.981267,,1,0,0,0
3047,c000717,2011,0.983826,,0,1,0,0
3048,c000717,2012,0.97367,,0,0,1,0
3049,c000717,2013,0.861238,,0,0,0,1
3050,c000718,2003,0.968103,,0,0,0,0
3052,c000718,2005,1.200693,,0,0,0,0
3053,c000718,2006,1.653089,,0,0,0,0
3054,c000718,2007,2.374143,,0,0,0,0
3055,c000718,2008,1.176074,,0,0,0,0
3056,c000718,2009,2.34701,,0,0,0,0
3057,c000718,2010,1.419574,,1,0,0,0
3058,c000718,2011,1.070617,,0,1,0,0
3059,c000718,2012,1.209849,,0,0,1,0
3060,c000718,2013,1.020113,,0,0,0,1
3061,c000719,2003,1.135658,,0,0,0,0
3062,c000719,2004,1.062365,,0,0,0,0
3063,c000719,2005,1.011657,,0,0,0,0
3068,c000719,2010,955.415779,,1,0,0,0
3069,c000719,2011,1.238148,,0,1,0,0
3070,c000719,2012,0.5642,,0,0,1,0
3071,c000719,2013,0.600311,,0,0,0,1
3072,c000720,2003,2.528184,,0,0,0,0
3073,c000720,2004,1.082866,,0,0,0,0
3074,c000720,2005,0.941221,,0,0,0,0
3075,c000720,2006,1.055375,,0,0,0,0
3076,c000720,2007,1.812138,,0,0,0,0
3077,c000720,2008,1.077682,,0,0,0,0
3078,c000720,2009,1.399358,,0,0,0,0
3079,c000720,2010,1.432362,,1,0,0,0
3080,c000720,2011,1.069015,,0,1,0,0
3081,c000720,2012,1.069487,,0,0,1,0
3082,c000720,2013,1.08855,,0,0,0,1
3083,c000721,2003,1.124877,,0,0,0,0
3084,c000721,2004,1.051829,,0,0,0,0
3085,c000721,2005,0.989607,,0,0,0,0
3086,c000721,2006,1.227842,,0,0,0,0
3087,c000721,2007,1.808728,,0,0,0,0
3088,c000721,2008,1.189954,,0,0,0,0
3089,c000721,2009,1.933127,,0,0,0,0
3090,c000721,2010,3.103163,,1,0,0,0
3091,c000721,2011,1.910244,,0,1,0,0
3092,c000721,2012,1.635081,,0,0,1,0
3093,c000721,2013,1.321296,,0,0,0,1
3094,c000722,2003,1.035662,,0,0,0,0
3095,c000722,2004,0.904599,,0,0,0,0
3096,c000722,2005,0.570721,,0,0,0,0
3097,c000722,2006,0.790672,,0,0,0,0
3098,c000722,2007,1.392081,,0,0,0,0
3099,c000722,2008,0.853055,,0,0,0,0
3100,c000722,2009,2.063793,,0,0,0,0
3101,c000722,2010,1.40849,,1,0,0,0
3102,c000722,2011,1.36903,,0,1,0,0
3103,c000722,2012,0.752351,,0,0,1,0
3104,c000722,2013,0.857391,,0,0,0,1
3105,c000723,2003,1.502199,,0,0,0,0
3106,c000723,2004,1.571662,,0,0,0,0
3107,c000723,2005,1.068661,,0,0,0,0
3108,c000723,2005,1.068661,,0,0,0,0
3109,c000723,2005,1.068661,,0,0,0,0
3110,c000723,2005,1.068661,,0,0,0,0
3111,c000723,2005,1.068661,,0,0,0,0
3112,c000723,2005,1.068661,,0,0,0,0
3113,c000723,2005,1.068661,,0,0,0,0
3114,c000723,2006,1.513158,,0,0,0,0
3115,c000723,2007,3.454262,,0,0,0,0
3116,c000723,2008,1.284729,,0,0,0,0
3117,c000723,2009,2.043114,,0,0,0,0
3118,c000723,2010,2.254322,,1,0,0,0
3119,c000723,2011,2.446229,,0,1,0,0
3120,c000723,2012,1.637655,,0,0,1,0
3121,c000723,2013,1.830028,,0,0,0,1
3122,c000725,2003,1.035797,,0,0,0,0
3123,c000725,2004,0.933444,,0,0,0,0
3124,c000725,2005,0.958223,,0,0,0,0
3125,c000725,2006,0.972493,,0,0,0,0
3126,c000725,2007,1.760877,,0,0,0,0
3127,c000725,2008,0.93946,,0,0,0,0
3128,c000725,2009,1.057799,,0,0,0,0
3129,c000725,2010,0.855699,,1,0,0,0
3130,c000725,2011,0.740416,,0,1,0,0
3131,c000725,2012,0.829015,,0,0,1,0
3132,c000725,2013,0.811541,,0,0,0,1
3133,c000726,2003,1.35776,,0,0,0,0
3134,c000726,2004,1.232463,,0,0,0,0
3135,c000726,2005,1.050107,,0,0,0,0
3136,c000726,2006,1.087623,,0,0,0,0
3137,c000726,2007,1.490556,,0,0,0,0
3138,c000726,2008,0.927999,,0,0,0,0
3139,c000726,2009,1.258639,,0,0,0,0
3140,c000726,2010,0.997317,,1,0,0,0
3141,c000726,2011,0.862329,,0,1,0,0
3142,c000726,2012,0.914576,,0,0,1,0
3143,c000726,2013,1.144846,,0,0,0,1
3144,c000727,2003,1.079198,,0,0,0,0
3145,c000727,2004,1.05835,,0,0,0,0
3146,c000727,2005,0.923103,,0,0,0,0
3147,c000727,2006,0.993518,,0,0,0,0
3148,c000727,2007,2.415418,,0,0,0,0
3149,c000727,2008,1.245046,,0,0,0,0
3150,c000727,2009,3.29061,,0,0,0,0
3151,c000727,2010,4.185959,,1,0,0,0
3152,c000727,2011,2.203991,,0,1,0,0
3153,c000727,2012,1.640342,,0,0,1,0
3154,c000727,2013,2.499344,,0,0,0,1
3155,c000729,2003,0.959186,,0,0,0,0
3156,c000729,2004,0.940821,,0,0,0,0
3157,c000729,2005,0.900314,,0,0,0,0
3158,c000729,2006,1.071645,,0,0,0,0
3159,c000729,2007,1.538157,,0,0,0,0
3160,c000729,2008,1.148314,,0,0,0,0
3161,c000729,2009,1.343681,,0,0,0,0
3162,c000729,2010,1.251602,,1,0,0,0
3163,c000729,2011,1.224413,,0,1,0,0
3164,c000729,2012,0.979034,,0,0,1,0
3165,c000729,2013,1.254846,,0,0,0,1
3166,c000730,2003,1.290363,,0,0,0,0
3167,c000731,2003,1.379602,,0,0,0,0
3168,c000731,2004,1.424041,,0,0,0,0
3169,c000731,2005,1.16494,,0,0,0,0
3170,c000731,2006,1.290628,,0,0,0,0
3171,c000731,2007,2.193505,,0,0,0,0
3172,c000731,2008,1.232594,,0,0,0,0
3173,c000731,2009,1.919307,,0,0,0,0
3174,c000731,2010,1.343957,,1,0,0,0
3175,c000731,2011,1.220445,,0,1,0,0
3176,c000731,2012,1.272701,,0,0,1,0
3177,c000731,2013,1.578365,,0,0,0,1
3178,c000732,2003,1.034043,,0,0,0,0
3179,c000732,2004,0.969269,,0,0,0,0
3184,c000732,2009,1.497315,,0,0,0,0
3185,c000732,2010,1.038058,,1,0,0,0
3186,c000732,2011,0.845217,,0,1,0,0
3187,c000732,2012,0.916316,,0,0,1,0
3188,c000732,2013,1.083006,,0,0,0,1
3189,c000733,2003,1.014536,,0,0,0,0
3190,c000733,2004,0.947912,,0,0,0,0
3191,c000733,2005,0.827254,,0,0,0,0
3192,c000733,2006,0.852272,,0,0,0,0
3193,c000733,2007,1.256541,,0,0,0,0
3194,c000733,2008,0.785136,,0,0,0,0
3195,c000733,2009,1.836494,,0,0,0,0
3196,c000733,2010,1.48644,,1,0,0,0
3197,c000733,2011,0.942592,,0,1,0,0
3198,c000733,2012,0.909799,,0,0,1,0
3199,c000733,2013,1.149046,,0,0,0,1
3200,c000735,2003,1.210056,,0,0,0,0
3201,c000735,2004,1.039883,,0,0,0,0
3202,c000735,2005,0.871615,,0,0,0,0
3203,c000735,2006,1.115017,,0,0,0,0
3204,c000735,2007,2.467339,,0,0,0,0
3205,c000735,2008,1.411088,,0,0,0,0
3206,c000735,2009,2.458002,,0,0,0,0
3207,c000735,2010,2.798553,,1,0,0,0
3208,c000735,2011,1.442871,,0,1,0,0
3209,c000735,2012,1.705102,,0,0,1,0
3210,c000735,2013,1.832831,,0,0,0,1
3211,c000736,2003,0.897805,,0,0,0,0
3216,c000736,2008,0.789936,,0,0,0,0
3217,c000736,2009,1.080156,,0,0,0,0
3218,c000736,2010,1.19709,,1,0,0,0
3219,c000736,2011,0.945141,,0,1,0,0
3220,c000736,2012,0.836772,,0,0,1,0
3221,c000736,2013,0.538974,,0,0,0,1
3222,c000737,2003,0.990034,,0,0,0,0
3223,c000737,2004,0.902397,,0,0,0,0
3224,c000737,2005,0.845637,,0,0,0,0
3225,c000737,2006,0.851288,,0,0,0,0
3226,c000737,2007,1.602959,,0,0,0,0
3227,c000737,2008,0.991197,,0,0,0,0
3228,c000737,2009,1.566042,,0,0,0,0
3229,c000737,2010,1.661721,,1,0,0,0
3230,c000737,2011,1.190805,,0,1,0,0
3231,c000737,2012,1.902328,,0,0,1,0
3232,c000737,2013,1.62087,,0,0,0,1
3233,c000738,2003,1.131538,,0,0,0,0
3234,c000738,2004,1.186728,,0,0,0,0
3235,c000738,2005,1.221078,,0,0,0,0
3236,c000738,2006,1.49188,,0,0,0,0
3237,c000738,2007,2.856277,,0,0,0,0
3238,c000738,2008,1.984507,,0,0,0,0
3239,c000738,2009,1.449518,,0,0,0,0
3240,c000738,2010,2.179884,,1,0,0,0
3241,c000738,2011,1.250507,,0,1,0,0
3242,c000738,2012,1.151173,,0,0,1,0
3243,c000738,2013,2.147942,,0,0,0,1
3244,c000739,2003,1.174357,,0,0,0,0
3245,c000739,2004,1.109338,,0,0,0,0
3246,c000739,2005,1.015984,,0,0,0,0
3247,c000739,2005,1.015984,,0,0,0,0
3248,c000739,2006,1.363419,,0,0,0,0
3249,c000739,2007,1.942424,,0,0,0,0
3250,c000739,2008,1.09569,,0,0,0,0
3251,c000739,2009,1.769177,,0,0,0,0
3252,c000739,2010,1.744007,,1,0,0,0
3253,c000739,2011,1.689791,,0,1,0,0
3254,c000739,2012,1.164119,,0,0,1,0
3255,c000739,2013,1.280076,,0,0,0,1
3256,c000748,2003,1.104871,,0,0,0,0
3257,c000748,2004,0.961961,,0,0,0,0
3258,c000748,2005,0.871726,,0,0,0,0
3259,c000748,2006,1.286878,,0,0,0,0
3260,c000748,2007,3.230438,,0,0,0,0
3261,c000748,2008,1.403753,,0,0,0,0
3262,c000748,2009,2.393543,,0,0,0,0
3263,c000748,2010,1.903348,,1,0,0,0
3264,c000748,2011,1.265335,,0,1,0,0
3265,c000748,2012,1.218738,,0,0,1,0
3266,c000748,2013,2.865761,,0,0,0,1
3267,c000751,2003,1.175787,,0,0,0,0
3268,c000751,2004,1.010821,,0,0,0,0
3269,c000751,2005,0.95996,,0,0,0,0
3270,c000751,2006,1.17866,,0,0,0,0
3271,c000751,2007,2.101846,,0,0,0,0
3272,c000751,2008,1.047808,,0,0,0,0
3273,c000751,2009,1.531761,,0,0,0,0
3274,c000751,2010,1.897897,,1,0,0,0
3275,c000751,2011,1.356034,,0,1,0,0
3277,c000751,2013,1.662785,,0,0,0,1
3278,c000752,2003,1.877273,,0,0,0,0
3279,c000752,2004,1.015495,,0,0,0,0
3280,c000752,2005,0.86573,,0,0,0,0
3281,c000752,2006,1.154298,,0,0,0,0
3282,c000752,2007,1.670769,,0,0,0,0
3283,c000752,2008,0.912546,,0,0,0,0
3284,c000752,2009,2.300078,,0,0,0,0
3285,c000752,2010,2.786043,,1,0,0,0
3286,c000752,2011,3.183699,,0,1,0,0
3287,c000752,2012,3.133458,,0,0,1,0
3288,c000752,2013,2.186337,,0,0,0,1
3289,c000753,2003,1.144221,,0,0,0,0
3290,c000753,2004,0.958672,,0,0,0,0
3291,c000753,2005,0.936576,,0,0,0,0
3292,c000753,2006,1.089221,,0,0,0,0
3293,c000753,2007,1.819099,,0,0,0,0
3294,c000753,2008,1.232865,,0,0,0,0
3295,c000753,2009,1.838245,,0,0,0,0
3296,c000753,2010,1.718797,,1,0,0,0
3297,c000753,2011,1.504652,,0,1,0,0
3298,c000753,2012,1.24503,,0,0,1,0
3299,c000753,2013,1.114505,,0,0,0,1
3300,c000755,2003,1.099445,,0,0,0,0
3301,c000755,2004,1.021931,,0,0,0,0
3302,c000755,2005,1.044092,,0,0,0,0
3303,c000755,2006,1.134337,,0,0,0,0
3304,c000755,2007,2.504178,,0,0,0,0
3305,c000755,2008,0.981992,,0,0,0,0
3306,c000755,2009,1.507544,,0,0,0,0
3307,c000755,2010,1.550591,,1,0,0,0
3308,c000755,2011,1.117038,,0,1,0,0
3309,c000755,2012,1.04696,,0,0,1,0
3310,c000755,2013,0.895234,,0,0,0,1
3311,c000756,2003,1.076662,,0,0,0,0
3312,c000756,2004,1.007757,,0,0,0,0
3313,c000756,2005,0.969244,,0,0,0,0
3314,c000756,2006,0.978361,,0,0,0,0
3315,c000756,2007,1.185659,,0,0,0,0
3316,c000756,2008,0.964411,,0,0,0,0
3317,c000756,2009,1.130005,,0,0,0,0
3318,c000756,2010,1.386059,,1,0,0,0
3319,c000756,2011,1.100353,,0,1,0,0
3320,c000756,2012,1.007583,,0,0,1,0
3321,c000756,2013,1.02644,,0,0,0,1
3322,c000757,2003,1.137098,,0,0,0,0
3323,c000757,2004,1.081963,,0,0,0,0
3324,c000757,2005,1.116457,,0,0,0,0
3330,c000757,2011,2.28027,,0,1,0,0
3331,c000757,2012,1.96773,,0,0,1,0
3332,c000757,2013,3.676479,,0,0,0,1
3333,c000758,2003,1.378236,,0,0,0,0
3334,c000758,2004,1.282579,,0,0,0,0
3335,c000758,2005,1.243262,,0,0,0,0
3336,c000758,2006,1.45025,,0,0,0,0
3337,c000758,2007,2.349642,,0,0,0,0
3338,c000758,2008,0.849582,,0,0,0,0
3339,c000758,2009,1.260953,,0,0,0,0
3340,c000758,2010,1.943454,,1,0,0,0
3341,c000758,2011,1.542953,,0,1,0,0
3342,c000758,2012,1.571505,,0,0,1,0
3343,c000758,2013,1.123415,,0,0,0,1
3344,c000759,2003,0.939024,,0,0,0,0
3345,c000759,2004,1.01937,,0,0,0,0
3346,c000759,2005,1.04764,,0,0,0,0
3347,c000759,2006,1.535563,,0,0,0,0
3348,c000759,2007,2.474823,,0,0,0,0
3349,c000759,2008,1.797039,,0,0,0,0
3350,c000759,2009,2.173384,,0,0,0,0
3351,c000759,2010,1.978705,,1,0,0,0
3352,c000759,2011,1.331984,,0,1,0,0
3353,c000759,2013,1.174164,,0,0,0,1
3354,c000760,2003,1.196394,,0,0,0,0
3355,c000760,2004,1.090557,,0,0,0,0
3356,c000760,2005,1.008922,,0,0,0,0
3357,c000760,2006,1.546142,,0,0,0,0
3358,c000760,2007,2.700091,,0,0,0,0
3359,c000760,2008,1.381063,,0,0,0,0
3360,c000760,2009,3.635182,,0,0,0,0
3361,c000760,2010,3.393137,,1,0,0,0
3362,c000760,2011,1.97152,,0,1,0,0
3363,c000760,2012,2.989533,,0,0,1,0
3364,c000760,2013,1.491257,,0,0,0,1
3365,c000761,2003,1.021775,,0,0,0,0
3366,c000761,2004,0.927452,,0,0,0,0
3367,c000761,2005,0.85308,,0,0,0,0
3368,c000761,2006,0.984148,,0,0,0,0
3369,c000761,2007,1.062201,,0,0,0,0
3370,c000761,2008,0.935929,,0,0,0,0
3371,c000761,2009,1.01275,,0,0,0,0
3372,c000761,2010,1.006862,,1,0,0,0
3373,c000761,2011,0.936256,,0,1,0,0
3374,c000761,2012,0.844212,,0,0,1,0
3375,c000761,2013,0.832294,,0,0,0,1
3376,c000762,2003,1.410947,,0,0,0,0
3377,c000762,2004,1.199948,,0,0,0,0
3378,c000762,2005,1.191907,,0,0,0,0
3379,c000762,2006,2.211538,,0,0,0,0
3380,c000762,2007,4.827611,,0,0,0,0
3381,c000762,2008,1.977498,,0,0,0,0
3382,c000762,2009,5.161299,,0,0,0,0
3383,c000762,2010,8.661028,,1,0,0,0
3384,c000762,2011,2.275666,,0,1,0,0
3385,c000762,2012,2.42913,,0,0,1,0
3386,c000762,2013,2.05627,,0,0,0,1
3387,c000763,2003,1.20499,,0,0,0,0
3388,c000763,2004,1.08786,,0,0,0,0
3391,c000766,2003,1.445958,,0,0,0,0
3392,c000766,2004,1.28926,,0,0,0,0
3393,c000766,2005,1.328165,,0,0,0,0
3394,c000766,2006,1.220156,,0,0,0,0
3395,c000766,2007,3.08141,,0,0,0,0
3396,c000766,2008,1.571001,,0,0,0,0
3397,c000766,2009,4.83378,,0,0,0,0
3398,c000766,2010,3.915526,,1,0,0,0
3399,c000766,2011,2.411376,,0,1,0,0
3400,c000766,2012,2.666149,,0,0,1,0
3401,c000766,2013,2.272022,,0,0,0,1
3402,c000767,2003,1.189083,,0,0,0,0
3403,c000767,2004,1.123255,,0,0,0,0
3404,c000767,2005,1.025261,,0,0,0,0
3405,c000767,2006,1.05504,,0,0,0,0
3406,c000767,2007,1.360961,,0,0,0,0
3407,c000767,2008,1.056938,,0,0,0,0
3408,c000767,2009,1.399106,,0,0,0,0
3409,c000767,2010,1.275101,,1,0,0,0
3410,c000767,2011,1.292105,,0,1,0,0
3411,c000767,2012,1.306831,,0,0,1,0
3412,c000767,2013,0.831993,,0,0,0,1
3413,c000768,2003,1.004266,,0,0,0,0
3414,c000768,2004,0.899908,,0,0,0,0
3415,c000768,2005,1.079795,,0,0,0,0
3416,c000768,2006,1.86815,,0,0,0,0
3417,c000768,2007,4.474022,,0,0,0,0
3418,c000768,2008,1.045645,,0,0,0,0
3419,c000768,2009,1.977256,,0,0,0,0
3420,c000768,2010,1.581022,,1,0,0,0
3421,c000768,2011,1.329644,,0,1,0,0
3422,c000768,2012,1.273938,,0,0,1,0
